day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,bid_price,ask_price,transportFees,exportTariff,importTariff,sunlight,humidity
1,4100,ORCHIDS,1099,8,1098.0,5.0,1092.0,44.0,1107,8,1108.0,5.0,1115.0,44.0,1103.0,0.0,1102.5,1104.0,0.9,9.5,-5.0,2089.2852,70.90064
1,4200,ORCHIDS,1099,6,1098.0,5.0,1091.0,52.0,1107,6,1108.0,5.0,1114.0,52.0,1103.0,0.0,1102.0,1103.5,0.9,9.5,-5.0,2089.005,70.921844
1,4300,ORCHIDS,1100,9,1099.0,5.0,1092.0,51.0,1108,9,1109.0,5.0,1115.0,51.0,1104.0,0.0,1103.0,1104.5,0.9,9.5,-5.0,2088.724,70.94301
1,4400,ORCHIDS,1100,5,1099.0,5.0,1092.0,43.0,1108,5,1109.0,5.0,1116.0,43.0,1104.0,0.0,1103.0,1105.0,0.9,9.5,-5.0,2088.4421,70.964134
1,4500,ORCHIDS,1100,7,1099.0,5.0,1093.0,44.0,1108,7,1109.0,5.0,1116.0,44.0,1104.0,0.0,1103.5,1105.0,0.9,9.5,-5.0,2088.1594,70.98523
1,4600,ORCHIDS,1100,9,1099.0,3.0,1093.0,42.0,1108,9,1109.0,3.0,1116.0,42.0,1104.0,0.0,1103.5,1105.0,0.9,9.5,-5.0,2087.876,71.00629
1,4700,ORCHIDS,1099,6,1098.0,3.0,1092.0,52.0,1107,6,1108.0,3.0,1115.0,52.0,1103.0,0.0,1102.5,1104.0,0.9,9.5,-5.0,2087.5916,71.02731
1,4800,ORCHIDS,1099,8,1098.0,2.0,1091.0,53.0,1107,8,1108.0,2.0,1115.0,53.0,1103.0,0.0,1102.0,1104.0,0.9,9.5,-5.0,2087.3064,71.0483
1,4900,ORCHIDS,1098,5,1097.0,2.0,1090.0,47.0,1106,5,1107.0,2.0,1113.0,47.0,1102.0,0.0,1101.0,1102.5,0.9,9.5,-5.0,2087.0203,71.06925
1,5000,ORCHIDS,1097,8,1096.0,4.0,1090.0,53.0,1105,8,1106.0,4.0,1113.0,53.0,1101.0,0.0,1100.5,1102.0,0.9,9.5,-5.0,2086.7332,71.09017
1,5100,ORCHIDS,1096,6,1095.0,2.0,1089.0,43.0,1104,6,1105.0,2.0,1112.0,43.0,1100.0,0.0,1099.5,1101.0,0.9,9.5,-5.0,2086.4456,71.11105
1,5200,ORCHIDS,1097,9,1096.0,2.0,1090.0,51.0,1105,9,1106.0,2.0,1113.0,51.0,1101.0,0.0,1100.5,1102.0,0.9,9.5,-5.0,2086.1567,71.131905
1,5300,ORCHIDS,1098,9,1097.0,5.0,1091.0,41.0,1106,9,1107.0,5.0,1114.0,41.0,1102.0,0.0,1101.5,1103.0,0.9,9.5,-5.0,2085.8672,71.15272
1,5400,ORCHIDS,1098,6,1097.0,5.0,1091.0,39.0,1106,6,1107.0,5.0,1114.0,39.0,1102.0,0.0,1101.5,1103.0,0.9,9.5,-5.0,2085.577,71.17349
1,5500,ORCHIDS,1097,10,1096.0,3.0,1089.0,56.0,1105,10,1106.0,3.0,1112.0,56.0,1101.0,0.0,1100.0,1101.5,0.9,9.5,-5.0,2085.2856,71.19424
1,5600,ORCHIDS,1098,5,1097.0,2.0,1090.0,43.0,1106,5,1107.0,2.0,1113.0,43.0,1102.0,0.0,1101.0,1102.5,0.9,9.5,-5.0,2084.9937,71.21495
1,5700,ORCHIDS,1099,7,1098.0,5.0,1091.0,55.0,1107,7,1108.0,5.0,1114.0,55.0,1103.0,0.0,1102.0,1103.5,0.9,9.5,-5.0,2084.701,71.23563
1,5800,ORCHIDS,1099,10,1098.0,4.0,1091.0,53.0,1107,10,1108.0,4.0,1115.0,53.0,1103.0,0.0,1102.0,1104.0,0.9,9.5,-5.0,2084.4072,71.25626
1,5900,ORCHIDS,1098,9,1097.0,5.0,1090.0,52.0,1106,9,1107.0,5.0,1113.0,52.0,1102.0,0.0,1101.0,1102.5,0.9,9.5,-5.0,2084.1125,71.27687
1,6000,ORCHIDS,1098,10,1096.0,4.0,1090.0,58.0,1105,10,1107.0,4.0,1113.0,58.0,1101.5,0.0,1100.5,1102.5,0.9,9.5,-5.0,2083.8171,71.29744
1,6100,ORCHIDS,1098,8,1097.0,5.0,1091.0,49.0,1106,8,1107.0,5.0,1114.0,49.0,1102.0,0.0,1101.5,1103.0,0.9,9.5,-5.0,2083.521,71.31798
1,6200,ORCHIDS,1100,9,1099.0,2.0,1093.0,43.0,1108,9,1109.0,2.0,1116.0,43.0,1104.0,0.0,1103.5,1105.0,0.9,9.5,-5.0,2083.2239,71.33848
1,6300,ORCHIDS,1100,9,1099.0,2.0,1092.0,46.0,1108,9,1109.0,2.0,1116.0,46.0,1104.0,0.0,1103.0,1105.0,0.9,9.5,-5.0,2082.926,71.35895
1,6400,ORCHIDS,1098,7,1097.0,4.0,1091.0,48.0,1106,7,1107.0,4.0,1114.0,48.0,1102.0,0.0,1101.5,1103.0,0.9,9.5,-5.0,2082.6274,71.37939
1,6500,ORCHIDS,1097,9,1096.0,4.0,1090.0,46.0,1105,9,1106.0,4.0,1113.0,46.0,1101.0,0.0,1100.5,1102.0,0.9,9.5,-5.0,2082.328,71.39979
1,6600,ORCHIDS,1097,10,1096.0,4.0,1089.0,48.0,1105,10,1106.0,4.0,1113.0,48.0,1101.0,0.0,1100.0,1102.0,0.9,9.5,-5.0,2082.0276,71.42015
1,6700,ORCHIDS,1096,9,1095.0,2.0,1088.0,51.0,1104,9,1105.0,2.0,1111.0,51.0,1100.0,0.0,1099.0,1100.5,0.9,9.5,-5.0,2081.7263,71.44048
1,6800,ORCHIDS,1094,5,1093.0,5.0,1087.0,50.0,1102,5,1103.0,5.0,1110.0,50.0,1098.0,0.0,1097.5,1099.0,0.9,9.5,-5.0,2081.4243,71.460785
1,6900,ORCHIDS,1095,5,1094.0,5.0,1088.0,41.0,1103,5,1104.0,5.0,1111.0,41.0,1099.0,0.0,1098.5,1100.0,0.9,9.5,-5.0,2081.1216,71.48105
1,7000,ORCHIDS,1095,10,1094.0,3.0,1087.0,48.0,1103,10,1104.0,3.0,1111.0,48.0,1099.0,0.0,1098.0,1100.0,0.9,9.5,-5.0,2080.8179,71.50128
1,7100,ORCHIDS,1095,6,1094.0,5.0,1087.0,49.0,1103,6,1104.0,5.0,1111.0,49.0,1099.0,0.0,1098.0,1100.0,0.9,9.5,-5.0,2080.5134,71.52148
1,7200,ORCHIDS,1096,8,1095.0,3.0,1089.0,38.0,1104,8,1105.0,3.0,1112.0,38.0,1100.0,0.0,1099.5,1101.0,0.9,9.5,-5.0,2080.2083,71.54164
1,7300,ORCHIDS,1096,8,1095.0,3.0,1089.0,44.0,1104,8,1105.0,3.0,1112.0,44.0,1100.0,0.0,1099.5,1101.0,0.9,9.5,-5.0,2079.9023,71.561775
1,7400,ORCHIDS,1096,10,1095.0,3.0,1088.0,46.0,1104,10,1105.0,3.0,1111.0,46.0,1100.0,0.0,1099.0,1100.5,0.9,9.5,-5.0,2079.5955,71.58187
1,7500,ORCHIDS,1098,8,1097.0,4.0,1090.0,40.0,1106,8,1107.0,4.0,1113.0,40.0,1102.0,0.0,1101.0,1102.5,0.9,9.5,-5.0,2079.2878,71.60194
1,7600,ORCHIDS,1098,9,1097.0,5.0,1090.0,53.0,1106,9,1107.0,5.0,1113.0,53.0,1102.0,0.0,1101.0,1102.5,0.9,9.5,-5.0,2078.9792,71.62197
1,7700,ORCHIDS,1097,7,1096.0,3.0,1089.0,44.0,1105,7,1106.0,3.0,1112.0,44.0,1101.0,0.0,1100.0,1101.5,0.9,9.5,-5.0,2078.67,71.64197
1,7800,ORCHIDS,1094,8,1093.0,3.0,1087.0,41.0,1102,8,1103.0,3.0,1110.0,41.0,1098.0,0.0,1097.5,1099.0,0.9,9.5,-5.0,2078.3599,71.661934
1,7900,ORCHIDS,1093,6,1092.0,2.0,1086.0,41.0,1101,6,1102.0,2.0,1109.0,41.0,1097.0,0.0,1096.5,1098.0,0.9,9.5,-5.0,2078.049,71.68186
1,8000,ORCHIDS,1099,2,1093.0,9.0,1092.0,2.0,1101,9,1102.0,2.0,1109.0,48.0,1100.0,0.0,1096.0,1098.0,0.9,9.5,-5.0,2077.7375,71.70176
1,8100,ORCHIDS,1093,6,1092.0,2.0,1085.0,47.0,1101,6,1102.0,2.0,1108.0,47.0,1097.0,0.0,1096.0,1097.5,0.9,9.5,-5.0,2077.425,71.72163
1,8200,ORCHIDS,1092,5,1091.0,2.0,1084.0,43.0,1100,5,1101.0,2.0,1107.0,43.0,1096.0,0.0,1095.0,1096.5,0.9,9.5,-5.0,2077.1118,71.74146
1,8300,ORCHIDS,1092,6,1091.0,4.0,1085.0,43.0,1100,6,1101.0,4.0,1108.0,43.0,1096.0,0.0,1095.5,1097.0,0.9,9.5,-5.0,2076.7979,71.76126
1,8400,ORCHIDS,1093,9,1092.0,3.0,1086.0,46.0,1101,9,1102.0,3.0,1109.0,46.0,1097.0,0.0,1096.5,1098.0,0.9,9.5,-5.0,2076.483,71.78103
1,8500,ORCHIDS,1093,7,1092.0,2.0,1085.0,39.0,1101,7,1102.0,2.0,1108.0,39.0,1097.0,0.0,1096.0,1097.5,0.9,9.5,-5.0,2076.1672,71.800766
1,8600,ORCHIDS,1092,8,1091.0,4.0,1084.0,46.0,1100,8,1101.0,4.0,1107.0,46.0,1096.0,0.0,1095.0,1096.5,0.9,9.5,-5.0,2075.8508,71.820465
1,8700,ORCHIDS,1092,7,1090.0,2.0,1084.0,51.0,1099,7,1101.0,2.0,1107.0,51.0,1095.5,0.0,1094.5,1096.5,0.9,9.5,-5.0,2075.5337,71.84013
1,8800,ORCHIDS,1091,8,1090.0,3.0,1084.0,44.0,1099,8,1100.0,3.0,1107.0,44.0,1095.0,0.0,1094.5,1096.0,0.9,9.5,-5.0,2075.2158,71.85977
1,8900,ORCHIDS,1090,9,1089.0,4.0,1083.0,48.0,1098,9,1099.0,4.0,1106.0,48.0,1094.0,0.0,1093.5,1095.0,0.9,9.5,-5.0,2074.8972,71.87938
1,9000,ORCHIDS,1091,7,1090.0,3.0,1083.0,47.0,1099,7,1100.0,3.0,1106.0,47.0,1095.0,0.0,1094.0,1095.5,0.9,9.5,-5.0,2074.5776,71.89896
1,9100,ORCHIDS,1090,5,1089.0,3.0,1082.0,43.0,1094,9,1098.0,5.0,1099.0,3.0,1092.0,0.0,1093.0,1094.5,0.9,9.5,-5.0,2074.2573,71.918495
1,9200,ORCHIDS,1087,9,1086.0,2.0,1080.0,47.0,1095,9,1096.0,2.0,1103.0,47.0,1091.0,0.0,1090.5,1092.0,0.9,9.5,-5.0,2073.9363,71.938
1,9300,ORCHIDS,1087,8,1086.0,4.0,1080.0,43.0,1095,8,1096.0,4.0,1103.0,43.0,1091.0,0.0,1090.5,1092.0,0.9,9.5,-5.0,2073.6145,71.95748
1,9400,ORCHIDS,1088,9,1087.0,3.0,1081.0,49.0,1096,9,1097.0,3.0,1104.0,49.0,1092.0,0.0,1091.5,1093.0,0.9,9.5,-5.0,2073.2917,71.97692
1,9500,ORCHIDS,1087,8,1086.0,4.0,1080.0,48.0,1095,8,1096.0,4.0,1103.0,48.0,1091.0,0.0,1090.5,1092.0,0.9,9.5,-5.0,2072.9685,71.99634
1,9600,ORCHIDS,1086,10,1085.0,3.0,1079.0,50.0,1094,10,1095.0,3.0,1102.0,50.0,1090.0,0.0,1089.5,1091.0,0.9,9.5,-5.0,2072.6443,72.01572
1,9700,ORCHIDS,1086,5,1085.0,3.0,1078.0,50.0,1094,5,1095.0,3.0,1101.0,50.0,1090.0,0.0,1089.0,1090.5,0.9,9.5,-5.0,2072.3196,72.035065
1,9800,ORCHIDS,1086,10,1084.0,5.0,1078.0,49.0,1093,10,1095.0,5.0,1101.0,49.0,1089.5,0.0,1088.5,1090.5,0.9,9.5,-5.0,2071.994,72.05438
1,9900,ORCHIDS,1088,5,1085.0,5.0,1084.0,4.0,1093,5,1094.0,4.0,1100.0,54.0,1090.5,0.0,1088.0,1089.5,0.9,9.5,-5.0,2071.6675,72.07367
1,10000,ORCHIDS,1085,10,1084.0,5.0,1077.0,47.0,1093,10,1094.0,5.0,1101.0,47.0,1089.0,0.0,1088.0,1090.0,0.9,9.5,-5.0,2071.3403,72.09292
1,10100,ORCHIDS,1084,7,1083.0,4.0,1076.0,41.0,1092,7,1093.0,4.0,1099.0,41.0,1088.0,0.0,1087.0,1088.5,0.9,9.5,-5.0,2071.0122,72.112144
1,10200,ORCHIDS,1083,5,1082.0,4.0,1075.0,48.0,1091,5,1092.0,4.0,1098.0,48.0,1087.0,0.0,1086.0,1087.5,0.9,9.5,-5.0,2070.6836,72.13133
1,10300,ORCHIDS,1084,8,1083.0,3.0,1077.0,47.0,1092,8,1093.0,3.0,1100.0,47.0,1088.0,0.0,1087.5,1089.0,0.9,9.5,-5.0,2070.3542,72.1505
1,10400,ORCHIDS,1085,7,1083.0,4.0,1077.0,46.0,1092,7,1094.0,4.0,1100.0,46.0,1088.5,0.0,1087.5,1089.5,0.9,9.5,-5.0,2070.024,72.169624
1,10500,ORCHIDS,1085,5,1083.0,5.0,1077.0,54.0,1092,5,1094.0,5.0,1100.0,54.0,1088.5,0.0,1087.5,1089.5,0.9,9.5,-5.0,2069.693,72.18872
1,10600,ORCHIDS,1086,8,1085.0,5.0,1078.0,53.0,1094,8,1095.0,5.0,1101.0,53.0,1090.0,0.0,1089.0,1090.5,0.9,9.5,-5.0,2069.3613,72.20779
1,10700,ORCHIDS,1085,8,1084.0,4.0,1077.0,41.0,1093,8,1094.0,4.0,1100.0,41.0,1089.0,0.0,1088.0,1089.5,0.9,9.5,-5.0,2069.029,72.22682
1,10800,ORCHIDS,1084,6,1083.0,4.0,1077.0,47.0,1092,6,1093.0,4.0,1100.0,47.0,1088.0,0.0,1087.5,1089.0,0.9,9.5,-5.0,2068.6958,72.24583
1,10900,ORCHIDS,1085,10,1084.0,4.0,1077.0,52.0,1093,10,1094.0,4.0,1100.0,52.0,1089.0,0.0,1088.0,1089.5,0.9,9.5,-5.0,2068.3618,72.26479
1,11000,ORCHIDS,1085,8,1084.0,4.0,1077.0,42.0,1093,8,1094.0,4.0,1100.0,42.0,1089.0,0.0,1088.0,1089.5,0.9,9.5,-5.0,2068.0273,72.28374
1,11100,ORCHIDS,1083,10,1082.0,4.0,1076.0,49.0,1091,10,1092.0,4.0,1099.0,49.0,1087.0,0.0,1086.5,1088.0,0.9,9.5,-5.0,2067.692,72.30265
1,11200,ORCHIDS,1083,10,1082.0,5.0,1076.0,56.0,1091,10,1092.0,5.0,1099.0,56.0,1087.0,0.0,1086.5,1088.0,0.9,9.5,-5.0,2067.3557,72.321526
1,11300,ORCHIDS,1082,10,1081.0,2.0,1075.0,52.0,1090,10,1091.0,2.0,1098.0,52.0,1086.0,0.0,1085.5,1087.0,0.9,9.5,-5.0,2067.0188,72.34038
1,11400,ORCHIDS,1082,5,1081.0,3.0,1074.0,39.0,1090,5,1091.0,3.0,1097.0,39.0,1086.0,0.0,1085.0,1086.5,0.9,9.5,-5.0,2066.6814,72.3592
1,11500,ORCHIDS,1082,10,1081.0,4.0,1074.0,53.0,1090,10,1091.0,4.0,1097.0,53.0,1086.0,0.0,1085.0,1086.5,0.9,9.5,-5.0,2066.343,72.37798
1,11600,ORCHIDS,1081,6,1080.0,5.0,1074.0,53.0,1089,6,1090.0,5.0,1097.0,53.0,1085.0,0.0,1084.5,1086.0,0.9,9.5,-5.0,2066.004,72.39674
1,11700,ORCHIDS,1082,7,1080.0,3.0,1074.0,44.0,1089,7,1091.0,3.0,1097.0,44.0,1085.5,0.0,1084.5,1086.5,0.9,9.5,-5.0,2065.6643,72.41547
1,11800,ORCHIDS,1082,7,1080.0,2.0,1074.0,43.0,1089,7,1091.0,2.0,1097.0,43.0,1085.5,0.0,1084.5,1086.5,0.9,9.5,-5.0,2065.3237,72.434166
1,11900,ORCHIDS,1082,10,1081.0,2.0,1075.0,42.0,1090,10,1091.0,2.0,1098.0,42.0,1086.0,0.0,1085.5,1087.0,0.9,9.5,-5.0,2064.9824,72.452835
1,12000,ORCHIDS,1081,5,1080.0,2.0,1073.0,38.0,1089,5,1090.0,2.0,1096.0,38.0,1085.0,0.0,1084.0,1085.5,0.9,9.5,-5.0,2064.6406,72.47147
1,12100,ORCHIDS,1082,8,1081.0,3.0,1074.0,43.0,1086,5,1090.0,8.0,1091.0,3.0,1084.0,0.0,1085.0,1086.5,0.9,9.5,-5.0,2064.2979,72.490074
1,12200,ORCHIDS,1082,7,1081.0,2.0,1075.0,43.0,1090,7,1091.0,2.0,1098.0,43.0,1086.0,0.0,1085.5,1087.0,0.9,9.5,-5.0,2063.9546,72.50865
1,12300,ORCHIDS,1083,5,1082.0,3.0,1076.0,36.0,1091,5,1092.0,3.0,1099.0,36.0,1087.0,0.0,1086.5,1088.0,0.9,9.5,-5.0,2063.6104,72.5272
1,12400,ORCHIDS,1083,10,1082.0,4.0,1076.0,58.0,1091,10,1092.0,4.0,1099.0,58.0,1087.0,0.0,1086.5,1088.0,0.9,9.5,-5.0,2063.2656,72.545715
1,12500,ORCHIDS,1083,5,1082.0,5.0,1075.0,45.0,1091,5,1092.0,5.0,1098.0,45.0,1087.0,0.0,1086.0,1087.5,0.9,9.5,-5.0,2062.9202,72.5642
1,12600,ORCHIDS,1083,5,1082.0,3.0,1075.0,43.0,1091,5,1092.0,3.0,1098.0,43.0,1087.0,0.0,1086.0,1087.5,0.9,9.5,-5.0,2062.574,72.58266
1,12700,ORCHIDS,1084,8,1083.0,4.0,1076.0,45.0,1088,7,1092.0,8.0,1093.0,4.0,1086.0,0.0,1087.0,1088.5,0.9,9.5,-5.0,2062.227,72.60108
1,12800,ORCHIDS,1084,9,1083.0,2.0,1076.0,51.0,1092,9,1093.0,2.0,1099.0,51.0,1088.0,0.0,1087.0,1088.5,0.9,9.5,-5.0,2061.8794,72.619484
1,12900,ORCHIDS,1083,8,1082.0,5.0,1075.0,57.0,1091,8,1092.0,5.0,1098.0,57.0,1087.0,0.0,1086.0,1087.5,0.9,9.5,-5.0,2061.531,72.63785
1,13000,ORCHIDS,1084,7,1083.0,4.0,1076.0,50.0,1092,7,1093.0,4.0,1099.0,50.0,1088.0,0.0,1087.0,1088.5,0.9,9.5,-5.0,2061.1821,72.65619
1,13100,ORCHIDS,1083,5,1082.0,5.0,1076.0,43.0,1091,5,1092.0,5.0,1099.0,43.0,1087.0,0.0,1086.5,1088.0,0.9,9.5,-5.0,2060.8323,72.67449
1,13200,ORCHIDS,1083,6,1082.0,2.0,1076.0,43.0,1091,6,1092.0,2.0,1099.0,43.0,1087.0,0.0,1086.5,1088.0,0.9,9.5,-5.0,2060.482,72.69277
1,13300,ORCHIDS,1085,9,1084.0,2.0,1077.0,58.0,1093,9,1094.0,2.0,1100.0,58.0,1089.0,0.0,1088.0,1089.5,0.9,9.5,-5.0,2060.1309,72.71102
