day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
2;243400;BANANAS;4806;21;;;;;4812;21;;;;;4809.0;1362.15625
2;243400;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;1878.0
2;243400;COCONUTS;7924;207;;;;;7926;77;7927;130;;;7925.0;5755.25
2;243400;PINA_COLADAS;14914;102;;;;;14917;102;;;;;14915.5;-19969.5
2;243500;BANANAS;4806;26;;;;;4812;26;;;;;4809.0;1364.5703125
2;243500;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;1878.0
2;243500;COCONUTS;7925;184;;;;;7928;184;;;;;7926.5;6386.75
2;243500;PINA_COLADAS;14920;25;14919;27;14918;51;14921;27;14922;51;;;14920.5;-21322.5
2;243600;PINA_COLADAS;14916;84;;;;;14919;22;14920;62;;;14917.5;-20674.0
2;243600;BANANAS;4806;1;4805;20;;;4812;21;;;;;4809.0;1369.375
2;243600;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;1878.0
2;243600;COCONUTS;7926;67;7925;176;;;7928;176;;;;;7927.0;6287.5
2;243700;BANANAS;4805;28;;;;;4812;28;;;;;4808.5;1370.546875
2;243700;PEARLS;9995;28;;;;;10005;28;;;;;10000.0;1878.0
2;243700;COCONUTS;7924;143;;;;;7927;143;;;;;7925.5;5980.0
2;243700;PINA_COLADAS;14912;85;;;;;14915;85;;;;;14913.5;-19348.5
2;243800;BANANAS;4805;10;4804;28;;;4811;29;;;;;4808.0;1387.375
2;243800;PEARLS;9998;9;9996;1;9995;28;10004;1;10005;28;;;10001.0;1878.0
2;243800;COCONUTS;7924;208;;;;;7927;208;;;;;7925.5;5826.25
2;243800;PINA_COLADAS;14912;98;;;;;14915;98;;;;;14913.5;-19281.0
2;243900;BANANAS;4804;26;;;;;4811;26;;;;;4807.5;1386.015625
2;243900;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;1878.0
2;243900;COCONUTS;7925;74;7924;129;;;7927;203;;;;;7926.0;6109.75
2;243900;PINA_COLADAS;14912;91;;;;;14915;91;;;;;14913.5;-19437.5
2;244000;PINA_COLADAS;14909;37;14908;59;;;14912;96;;;;;14910.5;-18344.0
2;244000;BANANAS;4805;22;;;;;4810;2;4811;1;4812;21;4807.5;1377.3125
2;244000;PEARLS;9996;1;9995;21;;;10002;2;10004;1;10005;21;9999.0;1878.0
2;244000;COCONUTS;7924;157;;;;;7927;157;;;;;7925.5;5827.0
2;244100;BANANAS;4806;1;4805;21;;;4812;22;;;;;4809.0;1369.625
2;244100;PEARLS;10002;3;9996;1;9995;21;10004;1;10005;21;;;10003.0;1878.0
2;244100;COCONUTS;7923;202;;;;;7926;202;;;;;7924.5;5486.25
2;244100;PINA_COLADAS;14908;83;;;;;14911;83;;;;;14909.5;-18149.5
2;244200;BANANAS;4806;26;;;;;4810;10;4812;26;;;4808.0;1366.6328125
2;244200;PEARLS;9995;26;;;;;10002;10;10005;26;;;9998.5;1884.0
2;244200;COCONUTS;7924;184;;;;;7927;184;;;;;7925.5;5892.75
2;244200;PINA_COLADAS;14910;39;14909;70;;;14912;39;14913;70;;;14911.0;-18624.5
2;244300;PINA_COLADAS;14908;89;;;;;14911;89;;;;;14909.5;-18118.0
2;244300;BANANAS;4806;29;;;;;4813;29;;;;;4809.5;1358.9921875
2;244300;PEARLS;9996;1;9995;28;;;9998;3;10004;1;10005;28;9997.0;1884.0
2;244300;COCONUTS;7923;182;;;;;7926;182;;;;;7924.5;5577.75
2;244400;PEARLS;10002;3;9998;6;9996;1;10004;1;10005;26;;;10003.0;1890.0
2;244400;BANANAS;4806;7;4805;26;;;4812;27;;;;;4809.0;1368.671875
2;244400;COCONUTS;7925;195;;;;;7928;195;;;;;7926.5;6405.5
2;244400;PINA_COLADAS;14910;36;14909;53;;;14912;36;14913;53;;;14911.0;-18631.5
2;244500;PEARLS;9995;23;;;;;10002;8;10005;23;;;9998.5;1896.0
2;244500;BANANAS;4805;23;;;;;4810;7;4812;23;;;4807.5;1372.8828125
2;244500;COCONUTS;7927;75;7926;154;;;7928;44;7929;110;;;7927.5;6546.5
2;244500;PINA_COLADAS;14909;99;;;;;14912;25;14913;74;;;14910.5;-18576.0
2;244600;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;1896.0
2;244600;BANANAS;4806;2;4805;20;;;4812;22;;;;;4809.0;1369.7265625
2;244600;COCONUTS;7926;187;;;;;7927;56;7929;187;;;7926.5;6728.25
2;244600;PINA_COLADAS;14910;89;;;;;14913;89;;;;;14911.5;-18698.0
2;244700;PINA_COLADAS;14910;78;;;;;14913;22;14914;56;;;14911.5;-18856.0
2;244700;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;1896.0
2;244700;BANANAS;4806;22;;;;;4812;22;;;;;4809.0;1364.6953125
2;244700;COCONUTS;7926;148;;;;;7929;148;;;;;7927.5;6752.0
2;244800;PEARLS;9995;24;;;;;10002;2;10005;24;;;9998.5;1896.0
2;244800;BANANAS;4806;24;;;;;4811;2;4812;24;;;4808.5;1364.21875
2;244800;COCONUTS;7927;207;;;;;7929;61;7930;146;;;7928.0;6981.0
2;244800;PINA_COLADAS;14908;87;;;;;14911;87;;;;;14909.5;-18129.0
2;244900;PEARLS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;1896.0
2;244900;BANANAS;4806;2;4805;25;;;4807;5;4812;27;;;4806.5;1369.7734375
2;244900;COCONUTS;7928;48;7927;108;;;7930;156;;;;;7929.0;7295.25
2;244900;PINA_COLADAS;14908;87;;;;;14911;87;;;;;14909.5;-18188.5
2;245000;PEARLS;9996;1;9995;28;;;9998;1;10004;1;10005;28;9997.0;1896.0
2;245000;BANANAS;4806;29;;;;;4812;29;;;;;4809.0;1368.09375
2;245000;COCONUTS;7927;166;;;;;7930;166;;;;;7928.5;7129.0
2;245000;PINA_COLADAS;14910;92;;;;;14913;92;;;;;14911.5;-18675.5
2;245100;PINA_COLADAS;14908;75;;;;;14909;33;14911;20;14912;55;14908.5;-18269.0
2;245100;BANANAS;4806;2;4805;23;;;4812;25;;;;;4809.0;1369.6015625
2;245100;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;1898.0
2;245100;COCONUTS;7926;198;;;;;7929;198;;;;;7927.5;6682.75
2;245200;BANANAS;4806;27;;;;;4811;3;4812;2;4813;25;4808.5;1362.125
2;245200;PEARLS;9996;2;9995;25;;;10002;3;10004;2;10005;25;9999.0;1898.0
2;245200;COCONUTS;7925;170;;;;;7928;170;;;;;7926.5;6294.25
2;245200;PINA_COLADAS;14905;22;14904;59;;;14906;26;14907;22;14908;59;14905.5;-17120.0
2;245300;PEARLS;9996;1;9995;23;;;10002;2;10004;1;10005;23;9999.0;1898.0
2;245300;COCONUTS;7924;215;;;;;7926;74;7927;141;;;7925.0;5738.5
2;245300;PINA_COLADAS;14903;92;;;;;14906;92;;;;;14904.5;-16596.5
2;245300;BANANAS;4806;24;;;;;4811;2;4812;1;4813;23;4808.5;1364.359375
2;245400;PEARLS;9998;2;9995;29;;;10005;29;;;;;10001.5;1898.0
2;245400;COCONUTS;7924;210;;;;;7925;52;7927;210;;;7924.5;5852.25
2;245400;PINA_COLADAS;14903;103;;;;;14906;103;;;;;14904.5;-16745.5
2;245400;BANANAS;4811;5;4807;2;4806;29;4813;29;;;;;4812.0;1390.953125
2;245500;PINA_COLADAS;14901;26;14900;62;;;14904;88;;;;;14902.5;-15958.0
2;245500;BANANAS;4806;24;;;;;4807;10;4813;24;;;4806.5;1391.177734375
2;245500;PEARLS;10002;1;9995;24;;;10005;24;;;;;10003.5;1898.0
2;245500;COCONUTS;7924;65;7923;113;;;7926;178;;;;;7925.0;5659.25
2;245600;BANANAS;4806;22;;;;;4811;8;4813;22;;;4808.5;1423.36328125
2;245600;PEARLS;9995;22;;;;;10002;7;10005;22;;;9998.5;1900.0
2;245600;COCONUTS;7924;69;7923;111;;;7926;180;;;;;7925.0;5701.5
2;245600;PINA_COLADAS;14900;74;;;;;14903;22;14904;52;;;14901.5;-15853.0
2;245700;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1900.0
2;245700;COCONUTS;7923;193;;;;;7925;58;7926;135;;;7924.0;5369.75
2;245700;PINA_COLADAS;14900;85;;;;;14903;85;;;;;14901.5;-15813.0
2;245700;BANANAS;4807;26;;;;;4814;26;;;;;4810.5;1428.197265625
2;245800;PEARLS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;1900.0
2;245800;COCONUTS;7923;45;7922;180;;;7925;180;;;;;7924.0;5150.25
2;245800;PINA_COLADAS;14897;86;;;;;14900;86;;;;;14898.5;-14844.5
2;245800;BANANAS;4807;25;;;;;4813;1;4814;24;;;4810.0;1427.4453125
2;245900;PINA_COLADAS;14897;36;14896;68;;;14900;104;;;;;14898.5;-14752.0
2;245900;BANANAS;4807;22;;;;;4813;2;4814;20;;;4810.0;1427.640625
2;245900;PEARLS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;1900.0
2;245900;COCONUTS;7923;67;7922;101;;;7925;168;;;;;7924.0;5303.5
2;246000;BANANAS;4808;2;4807;23;;;4814;25;;;;;4811.0;1430.564453125
2;246000;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;1900.0
2;246000;COCONUTS;7923;177;;;;;7925;76;7926;101;;;7924.0;5380.5
2;246000;PINA_COLADAS;14899;102;;;;;14902;102;;;;;14900.5;-15433.0
2;246100;PEARLS;9995;30;;;;;10005;30;;;;;10000.0;1900.0
2;246100;COCONUTS;7923;166;;;;;7926;166;;;;;7924.5;5499.75
2;246100;PINA_COLADAS;14899;83;;;;;14902;90;;;;;14900.5;-15464.5
2;246100;BANANAS;4807;30;;;;;4814;30;;;;;4810.5;1430.9609375
2;246200;PEARLS;10002;1;9996;2;9995;29;10004;2;10005;29;;;10003.0;1900.0
2;246200;COCONUTS;7923;205;;;;;7926;205;;;;;7924.5;5473.0
2;246200;PINA_COLADAS;14898;77;;;;;14901;77;;;;;14899.5;-15090.5
2;246200;BANANAS;4808;31;;;;;4814;31;;;;;4811.0;1432.30078125
2;246300;PINA_COLADAS;14900;36;14899;51;;;14902;36;14903;51;;;14901.0;-15602.0
2;246300;BANANAS;4808;23;;;;;4813;10;4814;1;4815;22;4810.5;1433.80859375
2;246300;PEARLS;9996;1;9995;22;;;10002;10;10004;1;10005;22;9999.0;1902.0
2;246300;COCONUTS;7923;166;;;;;7926;166;;;;;7924.5;5547.0
2;246400;BANANAS;4809;5;4808;26;;;4814;1;4815;25;;;4811.5;1433.71484375
2;246400;PEARLS;9998;5;9996;1;9995;25;10004;1;10005;25;;;10001.0;1902.0
2;246400;COCONUTS;7924;196;;;;;7926;70;7927;126;;;7925.0;5791.75
2;246400;PINA_COLADAS;14902;79;;;;;14905;79;;;;;14903.5;-16381.0
2;246500;PEARLS;9995;20;;;;;10005;20;;;;;10000.0;1902.0
2;246500;COCONUTS;7923;198;;;;;7926;198;;;;;7924.5;5631.25
2;246500;PINA_COLADAS;14902;74;;;;;14905;74;;;;;14903.5;-16447.0
2;246500;BANANAS;4814;1;4809;20;;;4815;20;;;;;4814.5;1437.900390625
2;246600;COCONUTS;7924;180;;;;;7926;48;7927;132;;;7925.0;5767.5
2;246600;PINA_COLADAS;14904;83;;;;;14907;20;14908;63;;;14905.5;-17063.5
2;246600;PEARLS;10002;4;9995;24;;;10005;24;;;;;10003.5;1902.0
2;246600;BANANAS;4809;24;;;;;4816;24;;;;;4812.5;1442.970703125
2;246700;PINA_COLADAS;14902;96;;;;;14905;96;;;;;14903.5;-16373.0
2;246700;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;1910.0
2;246700;BANANAS;4809;25;;;;;4812;4;4815;2;4816;23;4810.5;1441.11328125
2;246700;COCONUTS;7923;152;;;;;7926;152;;;;;7924.5;5473.25
2;246800;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1910.0
2;246800;BANANAS;4809;26;;;;;4815;1;4816;25;;;4812.0;1440.876953125
2;246800;COCONUTS;7924;71;7923;143;;;7926;214;;;;;7925.0;5713.25
2;246800;PINA_COLADAS;14901;36;14900;75;;;14903;36;14904;75;;;14902.0;-15922.0
2;246900;COCONUTS;7924;206;;;;;7927;206;;;;;7925.5;6022.75
2;246900;PINA_COLADAS;14903;32;14902;51;;;14904;33;14905;32;14906;51;14903.5;-16518.5
2;246900;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;1910.0
2;246900;BANANAS;4809;31;;;;;4815;2;4816;29;;;4812.0;1484.5859375
2;247000;COCONUTS;7924;61;7923;144;;;7926;205;;;;;7925.0;5699.5
2;247000;PINA_COLADAS;14903;28;14902;72;;;14906;100;;;;;14904.5;-16543.5
2;247000;PEARLS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;1910.0
2;247000;BANANAS;4810;25;;;;;4817;25;;;;;4813.5;1472.4609375
2;247100;PINA_COLADAS;14898;38;14897;75;;;14900;38;14901;75;;;14899.0;-14978.0
2;247100;PEARLS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;1910.0
2;247100;BANANAS;4810;27;;;;;4816;1;4817;26;;;4813.0;1473.19140625
2;247100;COCONUTS;7923;177;;;;;7925;72;7926;105;;;7924.0;5343.75
2;247200;PEARLS;9998;8;9996;1;9995;20;10004;1;10005;20;;;10001.0;1910.0
2;247200;BANANAS;4810;9;4809;20;;;4816;21;;;;;4813.0;1479.58203125
2;247200;COCONUTS;7923;1;7922;104;;;7925;176;;;;;7924.0;5248.25
2;247200;PINA_COLADAS;14896;37;14895;71;;;14898;37;14899;71;;;14897.0;-14411.5
2;247300;COCONUTS;7923;217;;;;;7926;217;;;;;7924.5;5472.25
2;247300;PINA_COLADAS;14899;34;14898;91;;;14901;91;;;;;14900.0;-15249.0
2;247300;BANANAS;4809;25;;;;;4816;25;;;;;4812.5;1483.30078125
2;247300;PEARLS;9995;25;;;;;9998;4;10005;25;;;9996.5;1910.0
2;247400;COCONUTS;7923;181;;;;;7926;181;;;;;7924.5;5412.25
2;247400;PINA_COLADAS;14899;75;;;;;14902;75;;;;;14900.5;-15441.5
2;247400;BANANAS;4809;20;;;;;4814;5;4816;20;;;4811.5;1486.609375
2;247400;PEARLS;9995;20;;;;;10002;5;10005;20;;;9998.5;1918.0
2;247500;PINA_COLADAS;14902;94;;;;;14905;94;;;;;14903.5;-16290.0
2;247500;BANANAS;4809;22;;;;;4815;22;;;;;4812.0;1487.3515625
2;247500;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;1918.0
2;247500;COCONUTS;7924;156;;;;;7925;49;7927;156;;;7924.5;6007.5
2;247600;BANANAS;4814;1;4809;26;;;4815;26;;;;;4814.5;1488.16015625
2;247600;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;1918.0
2;247600;COCONUTS;7924;168;;;;;7927;168;;;;;7925.5;5869.25
2;247600;PINA_COLADAS;14902;22;14901;67;;;14904;22;14905;67;;;14903.0;-16195.0
2;247700;COCONUTS;7924;192;;;;;7927;192;;;;;7925.5;5871.25
2;247700;PINA_COLADAS;14902;25;14901;90;;;14904;90;;;;;14903.0;-16037.5
2;247700;BANANAS;4809;1;4808;21;;;4815;22;;;;;4812.0;1493.8515625
2;247700;PEARLS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;1918.0
2;247800;PINA_COLADAS;14901;106;;;;;14904;106;;;;;14902.5;-16105.5
2;247800;BANANAS;4809;31;;;;;4815;2;4816;29;;;4812.0;1487.53125
2;247800;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;1918.0
2;247800;COCONUTS;7923;199;;;;;7926;199;;;;;7924.5;5568.75
2;247900;PINA_COLADAS;14901;97;;;;;14904;34;14905;63;;;14902.5;-16151.5
2;247900;BANANAS;4813;3;4809;32;;;4815;32;;;;;4814.0;1493.84375
2;247900;PEARLS;9996;2;9995;30;;;10000;4;10004;2;10005;30;9998.0;1918.0
2;247900;COCONUTS;7924;67;7923;161;;;7926;161;;;;;7925.0;5410.0
2;248000;BANANAS;4809;32;;;;;4815;32;;;;;4812.0;1494.21875
2;248000;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;1918.0
2;248000;COCONUTS;7923;148;;;;;7926;148;;;;;7924.5;5584.25
2;248000;PINA_COLADAS;14901;103;;;;;14904;103;;;;;14902.5;-16121.5
2;248100;PINA_COLADAS;14897;80;;;;;14900;80;;;;;14898.5;-14926.5
2;248100;BANANAS;4809;2;4808;28;;;4815;30;;;;;4812.0;1497.515625
2;248100;PEARLS;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;1918.0
2;248100;COCONUTS;7924;28;7922;192;;;7925;192;;;;;7924.5;5194.0
2;248200;PINA_COLADAS;14897;82;;;;;14900;82;;;;;14898.5;-14897.0
2;248200;BANANAS;4809;21;;;;;4815;21;;;;;4812.0;1493.9453125
2;248200;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;1920.0
2;248200;COCONUTS;7923;193;;;;;7926;193;;;;;7924.5;5616.75
2;248300;PINA_COLADAS;14896;36;14895;53;;;14899;89;;;;;14897.5;-14466.0
2;248300;BANANAS;4809;30;;;;;4813;7;4815;30;;;4811.0;1493.9609375
2;248300;PEARLS;9995;30;;;;;10002;7;10005;30;;;9998.5;1920.0
2;248300;COCONUTS;7922;196;;;;;7925;196;;;;;7923.5;5033.0
2;248400;BANANAS;4808;24;;;;;4815;24;;;;;4811.5;1498.33203125
2;248400;PEARLS;9996;1;9995;23;;;9998;1;10004;1;10005;23;9997.0;1920.0
2;248400;COCONUTS;7921;180;;;;;7924;180;;;;;7922.5;4761.75
2;248400;PINA_COLADAS;14894;78;;;;;14897;78;;;;;14895.5;-13976.5
2;248500;PINA_COLADAS;14894;77;;;;;14897;77;;;;;14895.5;-14046.5
2;248500;BANANAS;4808;32;;;;;4811;5;4815;32;;;4809.5;1497.84375
2;248500;PEARLS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;1922.0
2;248500;COCONUTS;7923;161;;;;;7926;161;;;;;7924.5;5460.0
2;248600;PINA_COLADAS;14896;92;;;;;14899;92;;;;;14897.5;-14524.5
2;248600;BANANAS;4809;21;;;;;4815;21;;;;;4812.0;1495.0546875
2;248600;PEARLS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;1922.0
2;248600;COCONUTS;7923;182;;;;;7926;182;;;;;7924.5;5613.0
2;248700;BANANAS;4808;26;;;;;4813;1;4815;26;;;4810.5;1498.5859375
2;248700;PEARLS;10000;3;9995;26;;;10002;1;10005;26;;;10001.0;1922.0
2;248700;COCONUTS;7923;59;7922;127;;;7925;186;;;;;7924.0;5266.75
2;248700;PINA_COLADAS;14895;33;14894;71;;;14897;33;14898;71;;;14896.0;-14127.5
2;248800;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;1922.0
2;248800;BANANAS;4809;29;;;;;4815;29;;;;;4812.0;1494.8046875
2;248800;COCONUTS;7923;179;;;;;7926;179;;;;;7924.5;5475.25
2;248800;PINA_COLADAS;14896;109;;;;;14899;109;;;;;14897.5;-14584.5
2;248900;PEARLS;9998;5;9995;30;;;10005;30;;;;;10001.5;1922.0
2;248900;BANANAS;4810;5;4809;30;;;4816;30;;;;;4813.0;1488.5703125
2;248900;COCONUTS;7923;197;;;;;7926;197;;;;;7924.5;5501.25
2;248900;PINA_COLADAS;14896;25;14895;71;;;14898;25;14899;71;;;14897.0;-14425.5
2;249000;PINA_COLADAS;14894;23;14893;55;;;14896;23;14897;55;;;14895.0;-13785.0
2;249000;PEARLS;9995;22;;;;;10005;22;;;;;10000.0;1922.0
2;249000;BANANAS;4809;22;;;;;4816;22;;;;;4812.5;1487.3515625
2;249000;COCONUTS;7923;213;;;;;7925;70;7926;143;;;7924.0;5323.0
2;249100;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;1923.0
2;249100;BANANAS;4809;21;;;;;4816;21;;;;;4812.5;1496.29296875
2;249100;COCONUTS;7922;200;;;;;7925;200;;;;;7923.5;5047.25
2;249100;PINA_COLADAS;14895;31;14894;83;;;14897;83;;;;;14896.0;-13979.5
2;249200;PEARLS;10002;1;9998;10;9995;28;10005;28;;;;;10003.5;1923.0
2;249200;BANANAS;4810;10;4809;28;;;4816;28;;;;;4813.0;1494.31640625
2;249200;COCONUTS;7922;172;;;;;7924;68;7925;104;;;7923.0;4934.5
2;249200;PINA_COLADAS;14892;86;;;;;14895;86;;;;;14893.5;-13400.0
2;249300;PEARLS;9996;2;9995;28;;;10002;10;10004;2;10005;28;9999.0;1925.0
2;249300;BANANAS;4809;29;;;;;4814;10;4815;2;4816;28;4811.5;1495.5859375
2;249300;COCONUTS;7922;165;;;;;7924;44;7925;121;;;7923.0;4903.5
2;249300;PINA_COLADAS;14893;27;14892;63;;;14895;27;14896;63;;;14894.0;-13491.0
2;249400;PINA_COLADAS;14891;100;;;;;14894;100;;;;;14892.5;-13003.5
2;249400;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;1925.0
2;249400;BANANAS;4810;2;4809;29;;;4816;31;;;;;4813.0;1492.6640625
2;249400;COCONUTS;7922;157;;;;;7924;52;7925;105;;;7923.0;4956.75
2;249500;BANANAS;4808;27;;;;;4809;1;4813;7;4815;27;4808.5;1499.20703125
2;249500;PEARLS;9995;27;;;;;10002;7;10005;27;;;9998.5;1926.0
2;249500;COCONUTS;7922;211;;;;;7925;211;;;;;7923.5;5213.25
2;249500;PINA_COLADAS;14894;88;;;;;14897;88;;;;;14895.5;-13936.5
2;249600;PEARLS;9996;1;9995;26;;;10002;9;10004;1;10005;26;9999.0;1926.0
2;249600;COCONUTS;7921;163;;;;;7924;163;;;;;7922.5;4765.75
2;249600;BANANAS;4809;27;;;;;4814;9;4816;27;;;4811.5;1497.6484375
2;249600;PINA_COLADAS;14892;80;;;;;14893;12;14895;80;;;14892.5;-13443.0
2;249700;BANANAS;4810;31;;;;;4816;31;;;;;4813.0;1494.3359375
2;249700;PEARLS;9996;1;9995;30;;;10000;4;10004;1;10005;30;9998.0;1926.0
2;249700;COCONUTS;7919;184;;;;;7922;184;;;;;7920.5;3970.5
2;249700;PINA_COLADAS;14887;103;;;;;14890;103;;;;;14888.5;-11902.5
2;249800;PINA_COLADAS;14883;100;;;;;14886;100;;;;;14884.5;-10727.5
2;249800;PEARLS;10000;4;9998;5;9995;25;10005;25;;;;;10002.5;1926.0
2;249800;COCONUTS;7918;174;;;;;7920;46;7921;128;;;7919.0;3267.5
2;249800;BANANAS;4810;5;4809;25;;;4816;25;;;;;4813.0;1498.05078125
2;249900;BANANAS;4815;1;4810;26;;;4816;26;;;;;4815.5;1498.80859375
2;249900;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;1929.0
2;249900;COCONUTS;7918;169;;;;;7921;169;;;;;7919.5;3540.0
2;249900;PINA_COLADAS;14883;96;;;;;14884;25;14886;96;;;14883.5;-10650.5
2;250000;PEARLS;9996;2;9995;30;;;10002;3;10004;2;10005;30;9999.0;1929.0
2;250000;COCONUTS;7919;164;;;;;7922;164;;;;;7920.5;3839.25
2;250000;BANANAS;4810;32;;;;;4815;3;4816;2;4817;30;4812.5;1498.51953125
2;250000;PINA_COLADAS;14886;35;14885;90;;;14888;90;;;;;14887.0;-11244.0
2;250100;BANANAS;4810;23;;;;;4817;24;;;;;4813.5;1498.87109375
2;250100;PEARLS;9995;24;;;;;10005;24;;;;;10000.0;1929.0
2;250100;COCONUTS;7919;169;;;;;7922;169;;;;;7920.5;3971.25
2;250100;PINA_COLADAS;14886;89;;;;;14889;89;;;;;14887.5;-11487.0
2;250200;PINA_COLADAS;14885;40;14884;66;;;14887;40;14888;66;;;14886.0;-11096.0
2;250200;PEARLS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1930.0
2;250200;COCONUTS;7920;72;7919;128;;;7922;200;;;;;7921.0;4061.5
2;250200;BANANAS;4810;26;;;;;4817;26;;;;;4813.5;1496.3125
2;250300;BANANAS;4811;2;4810;27;;;4817;29;;;;;4814.0;1494.57421875
2;250300;PEARLS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;1930.0
2;250300;COCONUTS;7919;184;;;;;7921;74;7922;110;;;7920.0;3741.5
2;250300;PINA_COLADAS;14883;97;;;;;14884;30;14886;25;14887;72;14883.5;-10753.0
2;250400;PEARLS;9998;8;9995;28;;;10005;28;;;;;10001.5;1930.0
2;250400;COCONUTS;7918;104;;;;;7919;25;7921;144;;;7918.5;3589.75
2;250400;BANANAS;4812;7;4811;28;;;4818;28;;;;;4815.0;1489.5625
2;250400;PINA_COLADAS;14885;24;14884;94;;;14887;94;;;;;14886.0;-10886.0
2;250500;BANANAS;4811;21;;;;;4818;21;;;;;4814.5;1490.9765625
2;250500;PEARLS;9995;21;;;;;10005;21;;;;;10000.0;1930.0
2;250500;COCONUTS;7919;53;7918;143;;;7921;196;;;;;7920.0;3590.0
2;250500;PINA_COLADAS;14884;86;;;;;14887;28;14888;58;;;14885.5;-11062.0
2;250600;PINA_COLADAS;14885;96;;;;;14888;96;;;;;14886.5;-11247.5
2;250600;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;1930.0
2;250600;COCONUTS;7919;211;;;;;7921;66;7922;145;;;7920.0;3728.25
2;250600;BANANAS;4811;31;;;;;4817;31;;;;;4814.0;1492.48046875
2;250700;BANANAS;4811;30;;;;;4818;30;;;;;4814.5;1488.9375
2;250700;PEARLS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;1930.0
2;250700;COCONUTS;7918;154;;;;;7920;69;7921;110;;;7919.0;3338.25
2;250700;PINA_COLADAS;14884;2;14883;57;;;14886;28;14887;57;;;14885.0;-10807.0
2;250800;PEARLS;9995;26;;;;;10005;26;;;;;10000.0;1930.0
2;250800;COCONUTS;7918;208;;;;;7921;208;;;;;7919.5;3459.0
2;250800;BANANAS;4811;26;;;;;4818;26;;;;;4814.5;1488.58203125
2;250800;PINA_COLADAS;14887;28;14886;67;;;14890;95;;;;;14888.5;-11749.5
2;250900;BANANAS;4816;11;4812;2;4811;29;4818;31;;;;;4817.0;1485.6015625
2;250900;PEARLS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;1930.0
2;250900;COCONUTS;7918;209;;;;;7921;209;;;;;7919.5;3527.5
2;250900;PINA_COLADAS;14887;104;;;;;14890;104;;;;;14888.5;-11817.0
2;251000;PINA_COLADAS;14885;86;;;;;14888;86;;;;;14886.5;-11220.5
2;251000;COCONUTS;7918;219;;;;;7921;219;;;;;7919.5;3388.5
2;251000;PEARLS;10002;1;9995;27;;;10005;27;;;;;10003.5;1930.0
2;251000;BANANAS;4812;27;;;;;4819;27;;;;;4815.5;1453.1328125
2;251100;PEARLS;9998;1;9996;1;9995;27;10004;1;10005;27;;;10001.0;1932.0
2;251100;BANANAS;4814;1;4813;28;;;4820;28;;;;;4817.0;1461.2734375
2;251100;COCONUTS;7918;175;;;;;7920;72;7921;103;;;7919.0;3295.75
2;251100;PINA_COLADAS;14884;108;;;;;14887;108;;;;;14885.5;-10917.0
2;251200;COCONUTS;7918;205;;;;;7921;205;;;;;7919.5;3422.0
2;251200;PEARLS;9995;30;;;;;10002;5;10005;30;;;9998.5;1932.0
2;251200;BANANAS;4813;30;;;;;4818;5;4820;30;;;4815.5;1461.8671875
2;251200;PINA_COLADAS;14884;28;14883;67;;;14887;95;;;;;14885.5;-10843.0
2;251300;PEARLS;9995;29;;;;;10005;29;;;;;10000.0;1932.0
2;251300;BANANAS;4819;1;4813;29;;;4820;29;;;;;4819.5;1462.4453125
