,timestamp,STARFRUIT,ROSES,STRAWBERRIES,STARFRUIT_returns_from_500_its_ago,STRAWBERRIES_returns_from_500_its_ago,ROSES_returns_in_500_its,ROSES_pred_returns_in_500_its,roses_signal,last_roses_signal,roses_target_position,roses_target_position_change,cash,cumulative_cash,position_mark,pnl
510,51000,5040.5,14802.0,3991.0,0.00019843238416509574,-0.002125265658207276,-0.00023645453317119308,0.00024804048020636967,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
511,51100,5040.5,14801.5,3990.5,0.0,-0.002250281285160645,-0.00016890180049319324,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
512,51200,5040.5,14801.5,3990.5,0.00019843238416509574,-0.002250281285160645,-0.00016890180049319324,0.00024804048020636967,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
513,51300,5040.5,14798.5,3990.5,0.00019843238416509574,-0.002375,0.0,0.00024804048020636967,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
514,51400,5040.5,14798.0,3990.5,0.00019843238416509574,-0.002250281285160645,-0.00030409514799297204,0.00024804048020636967,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
515,51500,5040.5,14798.0,3990.5,0.00019843238416509574,-0.002375,-0.0003716718475469658,0.00024804048020636967,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
516,51600,5040.5,14801.5,3990.0,0.0,-0.0023752969121140144,-0.0010134108029591596,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
517,51700,5040.5,14806.5,3990.5,0.00019843238416509574,-0.002250281285160645,-0.0012832202073413703,0.00024804048020636967,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
518,51800,5040.5,14806.5,3990.5,9.92063492063492e-05,-0.002250281285160645,-0.0014182960186404619,0.0001240079365079365,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
519,51900,5040.5,14804.5,3990.5,0.00019843238416509574,-0.002499687539057618,-0.0014184876220068223,0.00024804048020636967,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
520,52000,5040.5,14804.0,3990.5,0.00019843238416509574,-0.002499687539057618,-0.0014523101864360984,0.00024804048020636967,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
521,52100,5040.5,14802.5,3990.5,0.00019843238416509574,-0.002499687539057618,-0.0012835669650396893,0.00024804048020636967,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
522,52200,5040.5,14800.5,3991.0,0.00019843238416509574,-0.002125265658207276,-0.0014188709840883755,0.00024804048020636967,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
523,52300,5040.5,14800.5,3991.0,0.0,-0.00225,-0.001756697408871322,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
524,52400,5040.5,14797.0,3990.5,0.0,-0.002375,-0.0017233222950598095,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
525,52500,5040.5,14798.5,3990.5,0.00019843238416509574,-0.002499687539057618,-0.002196168530594317,0.00024804048020636967,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
526,52600,5040.5,14798.5,3990.5,0.0003969435347821772,-0.0026243439140214947,-0.0023651045714092643,0.0004961794184777216,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
527,52700,5040.5,14799.5,3991.5,0.0003969435347821772,-0.0022497187851518562,-0.0021622352106490084,0.0004961794184777216,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
528,52800,5040.5,14798.5,3991.5,0.0003969435347821772,-0.002125,-0.0022975301550832855,0.0004961794184777216,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
529,52900,5039.5,14796.5,3990.5,0.0001984717673910886,-0.002499687539057618,-0.002027506504916703,0.0002480897092388608,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
530,53000,5038.5,14794.0,3990.5,0.00019851116625310174,-0.0026243439140214947,-0.0021292415844261186,0.00024813895781637717,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
531,53100,5039.0,14793.5,3990.0,0.0002977667493796526,-0.0028739222791453207,-0.0020279176665427383,0.00037220843672456576,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
532,53200,5039.5,14791.5,3990.0,0.0001984717673910886,-0.002749312671832042,-0.0019605854713855933,0.0002480897092388608,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
533,53300,5039.5,14792.5,3990.0,0.0003970223325062035,-0.0026246719160104987,-0.002028054757478452,0.0004962779156327543,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
544,54400,5040.5,14775.5,3990.0,0.0003969435347821772,-0.0023752969121140144,-0.0004060776285066495,0.0004961794184777216,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
694,69400,5037.5,14761.5,3987.5,0.0003971800218449012,-0.002751031636863824,-0.002235545168173966,0.0004964750273061265,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
695,69500,5036.5,14760.5,3988.5,0.00039725891349687157,-0.002625656414103526,-0.0019647030927136613,0.0004965736418710894,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
696,69600,5036.5,14767.5,3988.0,0.0001985900109224506,-0.0027506876719179795,-0.0022346368715083797,0.00024823751365306323,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
697,69700,5036.5,14770.5,3987.5,0.0001985900109224506,-0.0030003750468808603,-0.0021664804847500085,0.00024823751365306323,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
698,69800,5037.5,14770.0,3988.0,0.0003971800218449012,-0.002875359419927491,-0.002166553825321598,0.0004964750273061265,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
699,69900,5037.5,14772.0,3987.5,0.0003971800218449012,-0.0030003750468808603,-0.0023354995938261575,0.0004964750273061265,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
700,70000,5037.0,14777.5,3988.0,0.0002978850163836759,-0.002875359419927491,-0.002537641684994079,0.0003723562704795949,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
701,70100,5036.5,14777.0,3988.0,0.0,-0.002875359419927491,-0.002774582120863504,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
702,70200,5036.5,14776.0,3988.5,0.0001985900109224506,-0.002750343792974122,-0.0026732539252842446,0.00024823751365306323,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
703,70300,5036.5,14779.5,3989.0,0.0001985900109224506,-0.002500625156289072,-0.0029770966541493283,0.00024823751365306323,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
704,70400,5037.5,14780.5,3989.0,0.0003971800218449012,-0.002375890959109666,-0.0031460370082202903,0.0004964750273061265,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
705,70500,5037.5,14782.5,3989.5,0.0003971800218449012,-0.0022508440665249467,-0.0035853204802976492,0.0004964750273061265,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
706,70600,5037.0,14781.5,3989.5,9.927529038022436e-05,-0.0023755938984746186,-0.003720867300341643,0.00012409411297528044,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
707,70700,5036.5,14786.5,3990.0,-9.926543577526305e-05,-0.0023752969121140144,-0.004057755384979542,-0.0001240817947190788,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
708,70800,5036.5,14791.5,3989.5,-0.00019851116625310174,-0.0023755938984746186,-0.004191596525031268,-0.00024813895781637717,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
709,70900,5036.5,14793.0,3989.0,-0.00019851116625310174,-0.0026253281660207524,-0.004123571959710674,-0.00024813895781637717,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
710,71000,5036.5,14794.5,3989.0,-0.00019851116625310174,-0.0026253281660207524,-0.0042583392476933995,-0.00024813895781637717,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
711,71100,5037.5,14789.5,3988.5,0.0,-0.002750343792974122,-0.003955508975962676,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
712,71200,5037.5,14791.0,3988.0,0.0,-0.003,-0.004225542559664661,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
713,71300,5038.0,14790.5,3988.5,0.0,-0.002625656414103526,-0.004090463473175349,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
714,71400,5038.5,14791.5,3988.5,0.00019851116625310174,-0.002625656414103526,-0.004191596525031268,0.00024813895781637717,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
715,71500,5038.5,14793.5,3989.5,0.00019851116625310174,-0.0025003125390673834,-0.004224828471964038,0.00024813895781637717,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
716,71600,5038.5,14792.5,3989.0,0.0,-0.0026253281660207524,-0.003853304039209059,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
717,71700,5038.5,14787.5,3989.5,9.924573243350536e-05,-0.0025003125390673834,-0.0035164835164835165,0.0001240571655418817,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
718,71800,5038.5,14788.5,3989.5,0.0,-0.002625,-0.0038543462825844405,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
719,71900,5039.5,14786.5,3989.5,0.0001984717673910886,-0.002625,-0.003888682243938728,0.0002480897092388608,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
720,72000,5039.5,14785.5,3989.0,0.0001984717673910886,-0.00275,-0.004091846741740218,0.0002480897092388608,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
721,72100,5038.5,14784.0,3988.5,0.0,-0.0029996250468691415,-0.00422754329004329,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
722,72200,5038.5,14783.0,3989.0,0.0,-0.0029992501874531365,-0.003889602922275587,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
723,72300,5038.5,14776.5,3988.5,-0.00019843238416509574,-0.0029996250468691415,-0.003417588738875918,-0.00024804048020636967,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
724,72400,5039.5,14780.0,3988.5,0.0,-0.002750343792974122,-0.003958051420838972,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
725,72500,5039.5,14780.5,3988.5,0.0,-0.003124218945263684,-0.003856432461689388,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
726,72600,5039.5,14783.5,3988.0,0.0,-0.0032491877030742314,-0.0038218283897588526,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
727,72700,5039.5,14789.5,3987.5,0.0,-0.0032495938007749033,-0.004293586666215896,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
728,72800,5039.5,14789.5,3987.5,0.0,-0.0032495938007749033,-0.004428817742317184,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
729,72900,5039.5,14784.5,3987.5,0.0,-0.003374156460884779,-0.004159761912814096,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
730,73000,5039.5,14781.5,3986.5,0.0,-0.0036240939765058737,-0.0038899976321753542,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
731,73100,5040.5,14778.5,3986.5,0.0,-0.00374859427714607,-0.003586290895557736,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
732,73200,5040.5,14777.0,3986.0,0.00019843238416509574,-0.003749062734316421,-0.003248291263449956,0.00024804048020636967,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
733,73300,5040.5,14777.5,3985.5,9.92063492063492e-05,-0.003874031492126968,-0.0030451700219928947,0.0001240079365079365,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
734,73400,5041.5,14771.5,3985.5,0.00029761904761904765,-0.0037495313085864268,-0.0024371255458145754,0.00037202380952380956,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
735,73500,5041.5,14772.5,3985.5,0.00019839301656581688,-0.003625,-0.0022338805212387884,0.0002479912707072711,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
736,73600,5041.5,14768.5,3985.5,0.0003968647683301915,-0.003500437554694337,-0.0018282154585773775,0.0004960809604127393,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
737,73700,5041.5,14769.5,3985.5,0.00019839301656581688,-0.0037495313085864268,-0.0022004807204035345,0.0002479912707072711,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
738,73800,5041.5,14769.0,3985.5,0.00019839301656581688,-0.0037495313085864268,-0.002200555217008599,0.0002479912707072711,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
739,73900,5042.0,14768.0,3984.5,0.0002975895248487253,-0.004123969007748063,-0.002065276273022752,0.0003719869060609066,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
740,74000,5041.5,14767.5,3985.0,0.00019839301656581688,-0.003999000249937516,-0.0020992043338412055,0.0002479912707072711,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
741,74100,5041.5,14766.5,3984.5,0.00019839301656581688,-0.004123969007748063,-0.0018623235025226018,0.0002479912707072711,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
742,74200,5041.5,14764.5,3985.0,0.0,-0.0038745156855393074,-0.001828710758914965,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
743,74300,5041.5,14759.5,3985.0,0.0,-0.0038745156855393074,-0.0016260713438802127,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
744,74400,5042.5,14759.5,3985.0,0.00039678603313163377,-0.0038745156855393074,-0.0013550594532335107,0.0004959825414145422,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
745,74500,5042.5,14765.0,3984.5,0.00039678603313163377,-0.003875,-0.0016254656281747375,0.0004959825414145422,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
746,74600,5042.5,14770.5,3985.0,0.00039678603313163377,-0.0038745156855393074,-0.0019633729393046953,0.0004959825414145422,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
747,74700,5042.5,14774.0,3985.5,0.00039678603313163377,-0.0037495313085864268,-0.0019967510491403816,0.0004959825414145422,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
748,74800,5041.5,14776.0,3985.5,0.00019839301656581688,-0.003625,-0.0019288034650785056,0.0002479912707072711,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
749,74900,5042.0,14774.0,3985.0,0.0002975895248487253,-0.003625453181647706,-0.0017260051441721944,0.0003719869060609066,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
750,75000,5041.5,14778.0,3986.0,0.00019839301656581688,-0.0035,-0.0024698876708620925,0.0002479912707072711,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
758,75800,5042.5,14771.5,3986.5,0.00039678603313163377,-0.0036240939765058737,-0.002098635886673662,0.0004959825414145422,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
759,75900,5042.5,14778.0,3986.5,0.00039678603313163377,-0.0036240939765058737,-0.002639058059277304,0.0004959825414145422,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
760,76000,5041.5,14777.5,3987.0,0.00019839301656581688,-0.0034991252186953262,-0.002842158687193368,0.0002479912707072711,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
761,76100,5041.5,14777.0,3986.5,0.00019839301656581688,-0.0036240939765058737,-0.0027407457535359005,0.0002479912707072711,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
762,76200,5040.5,14778.5,3986.5,0.0,-0.003499562554680665,-0.0027743005041107015,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
763,76300,5040.5,14780.5,3986.5,0.0,-0.0036240939765058737,-0.0030445519434389905,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
764,76400,5040.5,14777.5,3986.0,0.0,-0.0036245469316335457,-0.0027068177973270176,0.0,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
765,76500,5040.5,14776.5,3986.0,-0.00019835366458395318,-0.003749062734316421,-0.002707000981287856,-0.00024794208072994147,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
766,76600,5041.5,14779.5,3986.5,0.00019839301656581688,-0.00374859427714607,-0.0031124192293379344,0.0002479912707072711,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
767,76700,5042.5,14780.0,3986.5,0.00039678603313163377,-0.003873063468265867,-0.0030784844384303114,0.0004959825414145422,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
768,76800,5042.5,14780.5,3986.5,0.00039678603313163377,-0.003997501561524047,-0.0029768952335847906,0.0004959825414145422,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
774,77400,5043.5,14780.5,3986.5,0.00039670732916790636,-0.003375,-0.0024018131998240926,0.0004958841614598829,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
775,77500,5043.5,14778.5,3986.0,0.00039670732916790636,-0.0036245469316335457,-0.0023006394424332647,0.0004958841614598829,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
793,79300,5045.5,14771.0,3985.5,0.0003965500148706256,-0.003500437554694337,-0.0008462527926342157,0.000495687518588282,CLEAR,CLEAR,0.0,0.0,-0.0,-0.0,0.0,0.0
913,91300,5056.5,14768.0,3985.5,0.002975304968759298,-0.00300187617260788,-0.00044014084507042255,0.0037191312109491224,LONG,LONG,60.0,60.0,-886080.0,-886080.0,886080.0,0.0
914,91400,5057.5,14766.0,3986.0,0.002974714923153198,-0.0028767979987492183,-0.0003724773127454964,0.0037183936539414973,LONG,LONG,60.0,0.0,-0.0,-886080.0,885960.0,-120.0
915,91500,5057.5,14766.5,3986.5,0.003173658633343251,-0.0027517198248905566,-0.00020316256391155656,0.0039670732916790635,LONG,LONG,60.0,0.0,-0.0,-886080.0,885990.0,-90.0
916,91600,5056.5,14768.5,3986.5,0.002975304968759298,-0.0027517198248905566,-0.0006094051528591259,0.0037191312109491224,LONG,LONG,60.0,0.0,-0.0,-886080.0,886110.0,30.0
917,91700,5056.5,14769.0,3986.5,0.002975304968759298,-0.0027517198248905566,-0.0006770939129257228,0.0037191312109491224,LONG,LONG,60.0,0.0,-0.0,-886080.0,886140.0,60.0
918,91800,5057.5,14770.5,3986.5,0.003173658633343251,-0.0027517198248905566,-0.0010155377272265665,0.0039670732916790635,LONG,LONG,60.0,0.0,-0.0,-886080.0,886230.0,150.0
919,91900,5057.5,14768.5,3986.0,0.003173658633343251,-0.0027520640480360272,-0.0008802518874631818,0.0039670732916790635,LONG,LONG,60.0,0.0,-0.0,-886080.0,886110.0,30.0
920,92000,5057.5,14762.5,3986.0,0.003372681281618887,-0.0028767979987492183,-0.00016934801016088062,0.0042158516020236085,LONG,LONG,60.0,0.0,-0.0,-886080.0,885750.0,-330.0
921,92100,5057.5,14765.5,3986.5,0.003173658633343251,-0.0027517198248905566,-0.0005079408079645118,0.0039670732916790635,LONG,LONG,60.0,0.0,-0.0,-886080.0,885930.0,-150.0
922,92200,5057.5,14767.5,3986.5,0.003173658633343251,-0.0027517198248905566,-0.0006094464195022854,0.0039670732916790635,LONG,LONG,60.0,0.0,-0.0,-886080.0,886050.0,-30.0
923,92300,5057.5,14767.5,3986.5,0.002974714923153198,-0.0027517198248905566,-0.0007787370915862536,0.0037183936539414973,LONG,LONG,60.0,0.0,-0.0,-886080.0,886050.0,-30.0
924,92400,5057.5,14768.0,3986.5,0.003173658633343251,-0.0027517198248905566,-0.0010157096424702058,0.0039670732916790635,LONG,LONG,60.0,0.0,-0.0,-886080.0,886080.0,0.0
925,92500,5057.5,14770.5,3986.0,0.003173658633343251,-0.0027520640480360272,-0.001421752818117193,0.0039670732916790635,LONG,LONG,60.0,0.0,-0.0,-886080.0,886230.0,150.0
926,92600,5057.5,14769.5,3986.0,0.003173658633343251,-0.0027520640480360272,-0.0010833135854294322,0.0039670732916790635,LONG,LONG,60.0,0.0,-0.0,-886080.0,886170.0,90.0
927,92700,5056.5,14767.5,3986.5,0.002975304968759298,-0.002626970227670753,-0.0005078720162519045,0.0037191312109491224,LONG,LONG,60.0,0.0,-0.0,-886080.0,886050.0,-30.0
928,92800,5057.5,14767.0,3986.5,0.003173658633343251,-0.002626970227670753,-0.00037245208911762713,0.0039670732916790635,LONG,LONG,60.0,0.0,-0.0,-886080.0,886020.0,-60.0
929,92900,5058.0,14770.5,3986.5,0.0032728354656352274,-0.0025021894157387712,-0.0007447276666328154,0.004091044332044034,LONG,LONG,60.0,0.0,-0.0,-886080.0,886230.0,150.0
930,93000,5057.5,14766.5,3986.5,0.003173658633343251,-0.0025021894157387712,-0.0003386042731859276,0.0039670732916790635,LONG,LONG,60.0,0.0,-0.0,-886080.0,885990.0,-90.0
931,93100,5057.5,14769.5,3986.0,0.003173658633343251,-0.00262729888652571,-0.0006093638918040557,0.0039670732916790635,LONG,LONG,60.0,0.0,-0.0,-886080.0,886170.0,90.0
932,93200,5057.5,14768.0,3986.5,0.003173658633343251,-0.0025021894157387712,-0.00037242686890574215,0.0039670732916790635,LONG,LONG,60.0,0.0,-0.0,-886080.0,886080.0,0.0
933,93300,5057.5,14764.5,3986.5,0.003372681281618887,-0.0025021894157387712,-6.773002810796167e-05,0.0042158516020236085,LONG,LONG,60.0,0.0,-0.0,-886080.0,885870.0,-210.0
934,93400,5057.5,14768.5,3986.5,0.003372681281618887,-0.0025021894157387712,-0.0002708467346040559,0.0042158516020236085,LONG,LONG,60.0,0.0,-0.0,-886080.0,886110.0,30.0
935,93500,5057.5,14768.0,3986.5,0.0035717829149717233,-0.0023773773773773776,-0.00016928494041170097,0.004464728643714654,LONG,LONG,60.0,0.0,-0.0,-886080.0,886080.0,0.0
936,93600,5058.5,14764.5,3987.0,0.003770215299136819,-0.0021273933174821673,0.0,0.004712769123921024,LONG,LONG,60.0,0.0,-0.0,-886080.0,885870.0,-210.0
937,93700,5058.5,14763.5,3987.5,0.003770215299136819,-0.0021271271271271273,-3.386730788769601e-05,0.004712769123921024,LONG,LONG,60.0,0.0,-0.0,-886080.0,885810.0,-270.0
938,93800,5059.5,14766.0,3988.0,0.003968647683301915,-0.0018771117507195595,-0.0005079236082893133,0.004960809604127393,LONG,LONG,60.0,0.0,-0.0,-886080.0,885960.0,-120.0
939,93900,5059.5,14769.5,3988.5,0.003968647683301915,-0.0017519709673382556,-0.0008463387386167439,0.004960809604127393,LONG,LONG,60.0,0.0,-0.0,-886080.0,886170.0,90.0
940,94000,5059.5,14768.0,3989.0,0.003968647683301915,-0.001501877346683354,-0.0010157096424702058,0.004960809604127393,LONG,LONG,60.0,0.0,-0.0,-886080.0,886080.0,0.0
941,94100,5059.5,14769.5,3989.5,0.003968647683301915,-0.001376720901126408,-0.0011510206845187717,0.004960809604127393,LONG,LONG,60.0,0.0,-0.0,-886080.0,886170.0,90.0
942,94200,5059.5,14771.5,3989.5,0.003968647683301915,-0.001376720901126408,-0.001455505534305927,0.004960809604127393,LONG,LONG,60.0,0.0,-0.0,-886080.0,886290.0,210.0
943,94300,5059.5,14769.5,3989.0,0.003968647683301915,-0.0016268301839569516,-0.0012864348826974509,0.004960809604127393,LONG,LONG,60.0,0.0,-0.0,-886080.0,886170.0,90.0
944,94400,5060.5,14770.5,3989.5,0.00416708006746701,-0.001376720901126408,-0.0012863477878203176,0.005208850084333763,LONG,LONG,60.0,0.0,-0.0,-886080.0,886230.0,150.0
945,94500,5060.5,14770.5,3989.5,0.00416708006746701,-0.001376720901126408,-0.0015571578484140686,0.005208850084333763,LONG,LONG,60.0,0.0,-0.0,-886080.0,886230.0,150.0
946,94600,5060.5,14768.5,3990.0,0.003967860331316337,-0.0013765486171943436,-0.0015573687239733216,0.004959825414145422,LONG,LONG,60.0,0.0,-0.0,-886080.0,886110.0,30.0
947,94700,5060.5,14767.5,3990.0,0.003967860331316337,-0.0012515644555694619,-0.0016929067208396817,0.004959825414145422,LONG,LONG,60.0,0.0,-0.0,-886080.0,886050.0,-30.0
948,94800,5060.5,14767.5,3990.5,0.003967860331316337,-0.0012514078338130396,-0.0015574741831725072,0.004959825414145422,LONG,LONG,60.0,0.0,-0.0,-886080.0,886050.0,-30.0
