timestamp,ORCHIDS,TRANSPORT_FEES,EXPORT_TARIFF,IMPORT_TARIFF,SUNLIGHT,HUMIDITY,DAY,CHOCOLATE,GIFT_BASKET,ROSES,STRAWBERRIES,COCONUT,COCONUT_COUPON
2700,1098.75,0.9,9.5,-5.0,2093.1143,70.60007,1,7990.5,71167.5,14560.5,4033.5,10001.0,634.0
2800,1099.75,0.9,9.5,-5.0,2092.8464,70.62177,1,7991.0,71165.5,14561.5,4033.0,9998.5,633.5
2900,1101.75,0.9,9.5,-5.0,2092.578,70.64344,1,7992.0,71170.5,14566.5,4033.0,9999.0,632.5
3000,1102.25,0.9,9.5,-5.0,2092.3083,70.66508,1,7992.0,71159.5,14566.5,4032.0,9997.5,630.5
3100,1104.25,0.9,9.5,-5.0,2092.0378,70.68667,1,7992.5,71156.0,14565.0,4032.5,9998.5,634.5
3200,1102.75,0.9,9.5,-5.0,2091.7666,70.70823,1,7991.5,71150.5,14566.0,4033.0,9997.5,634.5
3300,1102.25,0.9,9.5,-5.0,2091.4944,70.72975,1,7990.5,71139.0,14562.5,4033.0,9997.0,634.5
3400,1102.25,0.9,9.5,-5.0,2091.2212,70.75124,1,7988.5,71125.5,14563.5,4033.5,9996.0,633.5
3500,1102.0,0.9,9.5,-5.0,2090.9473,70.77269,1,7988.0,71127.5,14562.5,4033.5,9996.5,635.5
3600,1101.75,0.9,9.5,-5.0,2090.6724,70.794106,1,7988.5,71145.5,14565.5,4034.0,9997.5,637.5
3700,1101.25,0.9,9.5,-5.0,2090.3967,70.81548,1,7989.0,71146.5,14565.5,4033.5,9997.5,637.5
3800,1102.25,0.9,9.5,-5.0,2090.12,70.83683,1,7989.5,71161.5,14568.5,4033.0,9997.5,636.5
3900,1102.25,0.9,9.5,-5.0,2089.8425,70.85814,1,7990.5,71165.5,14575.5,4032.5,9997.5,635.5
4000,1103.25,0.9,9.5,-5.0,2089.5642,70.87941,1,7990.5,71175.5,14574.5,4032.5,9997.5,636.5
4100,1103.25,0.9,9.5,-5.0,2089.2852,70.90064,1,7990.0,71168.5,14572.5,4033.0,9997.5,636.5
4200,1102.75,0.9,9.5,-5.0,2089.005,70.921844,1,7991.0,71167.5,14573.5,4032.5,9997.0,634.5
4300,1103.75,0.9,9.5,-5.0,2088.724,70.94301,1,7991.0,71167.5,14573.5,4032.5,9997.0,635.5
4400,1104.0,0.9,9.5,-5.0,2088.4421,70.964134,1,7991.5,71169.5,14574.0,4032.5,9998.5,636.5
4500,1104.25,0.9,9.5,-5.0,2088.1594,70.98523,1,7990.5,71164.5,14572.5,4032.5,9999.5,636.5
4600,1104.25,0.9,9.5,-5.0,2087.876,71.00629,1,7988.5,71155.5,14574.0,4032.5,9997.5,634.5
4700,1103.25,0.9,9.5,-5.0,2087.5916,71.02731,1,7988.0,71151.5,14574.5,4032.5,9997.5,634.5
4800,1103.0,0.9,9.5,-5.0,2087.3064,71.0483,1,7987.0,71135.5,14568.5,4032.5,9997.5,635.5
4900,1101.75,0.9,9.5,-5.0,2087.0203,71.06925,1,7986.5,71130.5,14567.5,4032.5,9997.0,636.5
5000,1101.25,0.9,9.5,-5.0,2086.7332,71.09017,1,7986.0,71130.0,14568.5,4032.5,9996.5,635.5
5100,1100.25,0.9,9.5,-5.0,2086.4456,71.11105,1,7985.5,71129.5,14572.0,4032.0,9996.5,636.5
5200,1101.25,0.9,9.5,-5.0,2086.1567,71.131905,1,7985.5,71122.0,14570.5,4032.0,9997.5,638.5
5300,1102.25,0.9,9.5,-5.0,2085.8672,71.15272,1,7985.5,71123.5,14568.5,4032.0,9998.5,638.5
5400,1102.25,0.9,9.5,-5.0,2085.577,71.17349,1,7985.5,71133.5,14571.5,4032.5,9998.5,636.5
5500,1100.75,0.9,9.5,-5.0,2085.2856,71.19424,1,7984.5,71122.5,14569.5,4032.5,9999.5,639.5
5600,1101.75,0.9,9.5,-5.0,2084.9937,71.21495,1,7985.0,71125.5,14570.5,4032.5,9999.5,640.5
5700,1102.75,0.9,9.5,-5.0,2084.701,71.23563,1,7986.5,71134.5,14571.5,4032.5,10000.0,641.5
5800,1103.0,0.9,9.5,-5.0,2084.4072,71.25626,1,7987.5,71144.5,14573.5,4032.0,9999.5,642.5
5900,1101.75,0.9,9.5,-5.0,2084.1125,71.27687,1,7986.5,71144.5,14573.5,4032.0,9998.0,642.5
6000,1101.5,0.9,9.5,-5.0,2083.8171,71.29744,1,7989.0,71158.5,14570.5,4032.0,9997.5,641.5
6100,1102.25,0.9,9.5,-5.0,2083.521,71.31798,1,7988.0,71145.0,14573.5,4033.0,9998.0,642.5
6200,1104.25,0.9,9.5,-5.0,2083.2239,71.33848,1,7988.5,71150.5,14572.5,4032.5,9999.0,642.5
6300,1104.0,0.9,9.5,-5.0,2082.926,71.35895,1,7989.5,71141.5,14571.0,4031.5,9999.5,642.5
6400,1102.25,0.9,9.5,-5.0,2082.6274,71.37939,1,7989.0,71145.5,14576.5,4031.5,10001.5,642.5
6500,1101.25,0.9,9.5,-5.0,2082.328,71.39979,1,7988.5,71149.5,14579.5,4031.5,10002.5,642.5
6600,1101.0,0.9,9.5,-5.0,2082.0276,71.42015,1,7990.0,71149.5,14576.5,4031.5,10002.5,643.5
6700,1099.75,0.9,9.5,-5.0,2081.7263,71.44048,1,7991.5,71153.5,14574.5,4032.0,10002.5,643.5
6800,1098.25,0.9,9.5,-5.0,2081.4243,71.460785,1,7991.0,71130.5,14574.5,4031.5,10004.5,643.5
6900,1099.25,0.9,9.5,-5.0,2081.1216,71.48105,1,7991.0,71122.5,14572.5,4031.5,10004.0,642.5
7000,1099.0,0.9,9.5,-5.0,2080.8179,71.50128,1,7989.0,71103.5,14566.5,4031.5,10003.0,641.0
7100,1099.0,0.9,9.5,-5.0,2080.5134,71.52148,1,7990.5,71098.5,14569.5,4031.5,10003.5,640.5
7200,1100.25,0.9,9.5,-5.0,2080.2083,71.54164,1,7988.5,71088.5,14571.5,4031.0,10003.0,640.5
7300,1100.25,0.9,9.5,-5.0,2079.9023,71.561775,1,7989.0,71095.5,14572.5,4031.5,10003.5,640.5
7400,1099.75,0.9,9.5,-5.0,2079.5955,71.58187,1,7988.0,71094.5,14571.0,4032.0,10002.0,640.0
7500,1101.75,0.9,9.5,-5.0,2079.2878,71.60194,1,7986.5,71081.5,14571.5,4031.5,10003.0,639.5
7600,1101.75,0.9,9.5,-5.0,2078.9792,71.62197,1,7986.5,71087.5,14573.5,4031.5,10003.5,638.5
7700,1100.75,0.9,9.5,-5.0,2078.67,71.64197,1,7987.0,71076.5,14570.5,4031.0,10003.5,638.0
7800,1098.25,0.9,9.5,-5.0,2078.3599,71.661934,1,7987.5,71068.5,14569.5,4030.5,10002.5,637.5
7900,1097.25,0.9,9.5,-5.0,2078.049,71.68186,1,7987.0,71057.0,14568.5,4030.5,10003.0,635.5
8000,1097.0,0.9,9.5,-5.0,2077.7375,71.70176,1,7987.0,71061.5,14570.5,4030.5,10004.0,636.5
8100,1096.75,0.9,9.5,-5.0,2077.425,71.72163,1,7986.5,71054.5,14571.0,4029.5,10003.5,636.5
8200,1095.75,0.9,9.5,-5.0,2077.1118,71.74146,1,7987.5,71065.5,14567.5,4029.5,10003.5,638.5
8300,1096.25,0.9,9.5,-5.0,2076.7979,71.76126,1,7987.0,71071.5,14565.5,4029.5,10004.5,639.5
8400,1097.25,0.9,9.5,-5.0,2076.483,71.78103,1,7987.0,71085.5,14570.5,4030.0,10005.0,640.5
8500,1096.75,0.9,9.5,-5.0,2076.1672,71.800766,1,7987.5,71091.5,14568.0,4030.0,10005.0,640.5
8600,1095.75,0.9,9.5,-5.0,2075.8508,71.820465,1,7989.0,71092.5,14568.5,4030.5,10005.5,642.5
8700,1095.5,0.9,9.5,-5.0,2075.5337,71.84013,1,7989.0,71087.0,14566.5,4030.0,10005.5,641.5
8800,1095.25,0.9,9.5,-5.0,2075.2158,71.85977,1,7990.5,71096.5,14570.5,4030.0,10005.0,641.5
8900,1094.25,0.9,9.5,-5.0,2074.8972,71.87938,1,7990.5,71098.5,14570.5,4030.0,10004.5,639.5
9000,1094.75,0.9,9.5,-5.0,2074.5776,71.89896,1,7991.5,71091.0,14569.0,4030.0,10002.5,638.5
9100,1093.75,0.9,9.5,-5.0,2074.2573,71.918495,1,7991.0,71077.5,14565.5,4029.5,10002.5,637.5
9200,1091.25,0.9,9.5,-5.0,2073.9363,71.938,1,7990.5,71082.5,14565.0,4029.5,10003.5,637.5
9300,1091.25,0.9,9.5,-5.0,2073.6145,71.95748,1,7991.0,71087.5,14567.5,4029.5,10004.0,637.5
9400,1092.25,0.9,9.5,-5.0,2073.2917,71.97692,1,7991.5,71092.5,14569.5,4029.0,10003.5,640.0
9500,1091.25,0.9,9.5,-5.0,2072.9685,71.99634,1,7990.5,71088.5,14565.5,4028.5,10005.5,641.0
9600,1090.25,0.9,9.5,-5.0,2072.6443,72.01572,1,7990.0,71086.5,14570.0,4028.0,10006.5,640.5
9700,1089.75,0.9,9.5,-5.0,2072.3196,72.035065,1,7989.0,71075.5,14569.5,4028.5,10006.0,639.5
9800,1089.5,0.9,9.5,-5.0,2071.994,72.05438,1,7988.5,71074.5,14566.5,4028.5,10006.0,639.5
9900,1088.75,0.9,9.5,-5.0,2071.6675,72.07367,1,7987.5,71082.0,14567.0,4029.0,10005.5,638.0
10000,1089.0,0.9,9.5,-5.0,2071.3403,72.09292,1,7988.0,71081.5,14565.0,4028.0,10004.5,637.5
10100,1087.75,0.9,9.5,-5.0,2071.0122,72.112144,1,7986.0,71069.5,14563.5,4028.5,10005.5,638.5
10200,1086.75,0.9,9.5,-5.0,2070.6836,72.13133,1,7985.5,71065.5,14561.5,4028.5,10006.5,637.5
10300,1088.25,0.9,9.5,-5.0,2070.3542,72.1505,1,7985.5,71053.5,14561.5,4028.0,10006.0,635.5
10400,1088.5,0.9,9.5,-5.0,2070.024,72.169624,1,7984.5,71052.5,14560.0,4027.5,10006.0,634.5
10500,1088.5,0.9,9.5,-5.0,2069.693,72.18872,1,7983.0,71035.0,14555.5,4027.5,10006.5,636.0
10600,1089.75,0.9,9.5,-5.0,2069.3613,72.20779,1,7983.0,71032.5,14556.5,4027.5,10006.0,634.5
10700,1088.75,0.9,9.5,-5.0,2069.029,72.22682,1,7984.0,71034.5,14555.5,4027.5,10007.0,635.5
10800,1088.25,0.9,9.5,-5.0,2068.6958,72.24583,1,7985.0,71049.5,14558.5,4028.0,10007.5,637.5
10900,1088.75,0.9,9.5,-5.0,2068.3618,72.26479,1,7985.5,71051.5,14560.5,4028.5,10007.5,636.5
11000,1088.75,0.9,9.5,-5.0,2068.0273,72.28374,1,7986.0,71053.5,14562.0,4028.0,10006.0,634.5
11100,1087.25,0.9,9.5,-5.0,2067.692,72.30265,1,7986.0,71050.5,14562.5,4028.5,10007.5,634.5
11200,1087.25,0.9,9.5,-5.0,2067.3557,72.321526,1,7985.0,71046.5,14566.5,4028.5,10005.0,634.5
11300,1086.25,0.9,9.5,-5.0,2067.0188,72.34038,1,7984.5,71037.5,14565.5,4028.5,10005.0,634.5
11400,1085.75,0.9,9.5,-5.0,2066.6814,72.3592,1,7985.0,71031.5,14562.5,4028.0,10006.0,636.0
11500,1085.75,0.9,9.5,-5.0,2066.343,72.37798,1,7986.0,71036.5,14563.5,4028.5,10006.0,636.5
11600,1085.25,0.9,9.5,-5.0,2066.004,72.39674,1,7987.0,71034.5,14556.0,4028.5,10005.5,636.5
11700,1085.5,0.9,9.5,-5.0,2065.6643,72.41547,1,7986.5,71044.5,14555.0,4029.0,10005.0,636.5
11800,1085.5,0.9,9.5,-5.0,2065.3237,72.434166,1,7986.5,71043.5,14555.5,4028.5,10003.5,635.5
11900,1086.25,0.9,9.5,-5.0,2064.9824,72.452835,1,7988.0,71043.5,14554.5,4028.0,10005.0,635.0
12000,1084.75,0.9,9.5,-5.0,2064.6406,72.47147,1,7988.0,71047.5,14558.0,4028.0,10005.5,634.5
12100,1085.75,0.9,9.5,-5.0,2064.2979,72.490074,1,7988.0,71050.5,14560.0,4028.0,10004.5,634.5
12200,1086.25,0.9,9.5,-5.0,2063.9546,72.50865,1,7987.5,71036.5,14560.5,4028.0,10006.0,635.5
12300,1087.25,0.9,9.5,-5.0,2063.6104,72.5272,1,7987.5,71035.5,14559.5,4027.5,10005.5,635.5
12400,1087.25,0.9,9.5,-5.0,2063.2656,72.545715,1,7986.5,71025.5,14562.5,4027.5,10006.0,637.5
12500,1086.75,0.9,9.5,-5.0,2062.9202,72.5642,1,7983.5,71006.5,14560.5,4027.5,10004.0,636.5
12600,1086.75,0.9,9.5,-5.0,2062.574,72.58266,1,7983.5,71017.5,14559.5,4028.0,10004.0,638.5
12700,1087.75,0.9,9.5,-5.0,2062.227,72.60108,1,7982.5,71012.5,14561.5,4027.5,10005.0,639.5
12800,1087.75,0.9,9.5,-5.0,2061.8794,72.619484,1,7982.0,71017.5,14563.0,4027.5,10005.0,638.5
12900,1086.75,0.9,9.5,-5.0,2061.531,72.63785,1,7983.0,71046.5,14569.0,4028.0,10004.0,639.5
13000,1087.75,0.9,9.5,-5.0,2061.1821,72.65619,1,7984.5,71059.5,14568.5,4028.5,10005.0,640.5
13100,1087.25,0.9,9.5,-5.0,2060.8323,72.67449,1,7985.5,71048.5,14563.0,4028.5,10004.5,640.0
13200,1087.25,0.9,9.5,-5.0,2060.482,72.69277,1,7985.5,71062.5,14564.5,4028.0,10005.5,641.0
13300,1088.75,0.9,9.5,-5.0,2060.1309,72.71102,1,7985.5,71059.5,14568.5,4028.0,10005.0,641.5
13400,1088.25,0.9,9.5,-5.0,2059.779,72.72925,1,7982.5,71043.0,14568.0,4028.5,10005.0,641.5
13500,1086.75,0.9,9.5,-5.0,2059.4265,72.74744,1,7983.5,71055.5,14572.5,4028.5,10005.5,641.5
13600,1087.75,0.9,9.5,-5.0,2059.0732,72.7656,1,7983.5,71060.5,14577.5,4028.5,10006.0,640.5
13700,1088.25,0.9,9.5,-5.0,2058.7195,72.78373,1,7984.0,71059.0,14575.5,4028.5,10008.0,642.5
13800,1088.75,0.9,9.5,-5.0,2058.3647,72.801834,1,7984.5,71067.5,14574.5,4028.5,10008.0,641.5
13900,1089.0,0.9,9.5,-5.0,2058.0095,72.81991,1,7986.5,71067.5,14570.5,4028.5,10006.5,640.5
14000,1091.25,0.9,9.5,-5.0,2057.6536,72.83796,1,7986.5,71056.5,14572.5,4029.0,10007.0,640.5
14100,1091.25,0.9,9.5,-5.0,2057.297,72.85597,1,7984.5,71049.5,14574.5,4029.0,10006.0,640.5
14200,1089.75,0.9,9.5,-5.0,2056.9397,72.87396,1,7984.0,71051.5,14576.0,4029.5,10005.5,642.5
14300,1089.75,0.9,9.5,-5.0,2056.5818,72.89192,1,7984.0,71059.5,14572.5,4029.5,10005.0,640.5
14400,1090.0,0.9,9.5,-5.0,2056.2231,72.90986,1,7984.5,71054.5,14570.5,4030.0,10004.5,641.5
14500,1090.75,0.9,9.5,-5.0,2055.8638,72.92776,1,7985.5,71055.5,14566.5,4029.5,10006.5,641.5
14600,1091.75,0.9,9.5,-5.0,2055.504,72.94563,1,7985.5,71057.5,14561.5,4029.5,10006.5,641.5
14700,1091.75,0.9,9.5,-5.0,2055.143,72.96348,1,7984.5,71064.5,14558.0,4030.5,10006.0,642.5
14800,1091.75,0.9,9.5,-5.0,2054.7817,72.9813,1,7985.0,71061.5,14553.5,4030.5,10005.0,641.5
14900,1092.75,0.9,9.5,-5.0,2054.42,72.99909,1,7985.5,71061.5,14553.0,4030.5,10004.5,643.5
15000,1092.25,0.9,9.5,-5.0,2054.0571,73.01685,1,7986.5,71065.5,14554.0,4030.5,10004.0,641.5
15100,1092.25,0.9,9.5,-5.0,2053.6938,73.034584,1,7984.5,71058.5,14556.0,4030.5,10004.0,639.5
15200,1091.25,0.9,9.5,-5.0,2053.3298,73.05229,1,7984.5,71064.5,14555.5,4030.5,10004.0,640.5
15300,1091.25,0.9,9.5,-5.0,2052.9653,73.06997,1,7984.5,71067.5,14554.0,4031.0,10005.0,641.5
15400,1090.75,0.9,9.5,-5.0,2052.5999,73.087616,1,7984.5,71063.5,14554.0,4031.0,10002.5,640.5
15500,1092.25,0.9,9.5,-5.0,2052.234,73.10524,1,7985.0,71077.5,14555.5,4031.5,10003.5,638.5
15600,1091.75,0.9,9.5,-5.0,2051.8674,73.12283,1,7985.5,71071.5,14554.5,4031.5,10004.0,637.5
15700,1091.25,0.9,9.5,-5.0,2051.5002,73.1404,1,7985.5,71065.5,14554.5,4032.0,10001.5,637.0
15800,1091.25,0.9,9.5,-5.0,2051.1323,73.157936,1,7985.0,71072.5,14554.0,4032.5,10003.0,637.5
15900,1090.25,0.9,9.5,-5.0,2050.7637,73.17545,1,7985.5,71076.5,14552.5,4032.0,10003.0,635.5
16000,1091.25,0.9,9.5,-5.0,2050.3945,73.19293,1,7985.5,71073.5,14552.5,4031.5,10001.5,635.5
16100,1091.25,0.9,9.5,-5.0,2050.0247,73.21039,1,7985.5,71077.0,14549.5,4031.5,10001.5,636.5
16200,1091.0,0.9,9.5,-5.0,2049.6543,73.22782,1,7986.0,71086.5,14552.5,4032.0,10000.5,636.5
16300,1089.75,0.9,9.5,-5.0,2049.2832,73.245224,1,7986.5,71084.5,14548.0,4031.0,10000.0,635.5
16400,1089.5,0.9,9.5,-5.0,2048.9114,73.262596,1,7986.5,71075.5,14549.5,4030.0,10001.0,635.5
16500,1088.75,0.9,9.5,-5.0,2048.539,73.279945,1,7986.0,71064.5,14545.5,4029.5,10002.0,634.5
16600,1087.75,0.9,9.5,-5.0,2048.166,73.297264,1,7987.0,71070.0,14549.5,4030.0,10003.0,633.5
16700,1088.75,0.9,9.5,-5.0,2047.7924,73.31456,1,7986.5,71066.5,14552.0,4029.5,10002.5,633.5
16800,1088.5,0.9,9.5,-5.0,2047.4181,73.331825,1,7986.0,71067.5,14549.5,4029.5,10000.5,631.5
16900,1087.75,0.9,9.5,-5.0,2047.0432,73.34907,1,7984.5,71063.5,14548.5,4029.5,10000.0,632.0
17000,1089.25,0.8,9.5,-5.0,2046.6676,73.36628,1,7984.0,71055.5,14545.5,4029.5,10000.5,633.0
17100,1089.75,0.8,9.5,-5.0,2046.2915,73.38347,1,7984.5,71067.5,14545.0,4029.5,10001.0,631.5
17200,1089.75,0.8,9.5,-4.5,2045.9147,73.40063,1,7986.5,71077.5,14546.5,4028.5,10001.0,632.5
17300,1086.75,0.8,9.5,-4.5,2045.5374,73.41776,1,7986.0,71090.5,14553.5,4029.5,10000.0,631.5
17400,1086.75,0.8,9.5,-4.5,2045.1593,73.43487,1,7986.5,71082.0,14549.5,4029.5,9999.5,634.0
17500,1086.25,0.8,9.5,-4.5,2044.7806,73.45194,1,7985.0,71073.5,14553.0,4029.5,9998.5,633.5
17600,1086.25,0.8,9.5,-4.5,2044.4015,73.469,1,7985.5,71065.5,14551.5,4029.5,9998.0,634.5
17700,1086.25,0.8,9.5,-4.5,2044.0216,73.48603,1,7987.0,71073.5,14552.5,4029.5,9996.5,635.5
17800,1086.5,0.8,9.5,-4.5,2043.6411,73.50303,1,7988.5,71085.5,14554.5,4029.5,9996.0,635.5
17900,1085.75,0.8,9.5,-4.5,2043.26,73.520004,1,7989.0,71089.5,14556.5,4029.5,9997.0,636.5
18000,1086.25,0.8,9.5,-4.5,2042.8784,73.53696,1,7988.5,71080.5,14557.5,4029.5,9996.0,636.5
18100,1086.25,0.8,9.5,-4.5,2042.4961,73.55388,1,7988.5,71077.5,14556.5,4029.5,9997.0,634.5
18200,1085.25,0.8,9.5,-4.5,2042.1132,73.57077,1,7989.0,71071.5,14556.5,4029.5,9994.5,633.5
18300,1086.75,0.8,9.5,-4.5,2041.7297,73.58765,1,7987.5,71065.5,14557.5,4029.5,9995.0,635.5
18400,1086.5,0.8,9.5,-4.5,2041.3456,73.60449,1,7988.0,71073.5,14560.5,4029.5,9994.0,637.5
18500,1087.25,0.8,9.5,-4.5,2040.9609,73.62131,1,7988.5,71079.5,14556.5,4029.5,9993.5,638.0
18600,1088.25,0.8,9.5,-4.5,2040.5757,73.63811,1,7990.0,71085.5,14555.0,4029.5,9993.5,637.5
18700,1087.25,0.8,9.5,-4.5,2040.1898,73.65487,1,7990.5,71079.5,14551.5,4029.5,9994.5,637.5
18800,1088.75,0.8,9.5,-4.5,2039.8033,73.671616,1,7991.0,71084.5,14548.5,4029.5,9992.5,636.5
18900,1089.0,0.8,9.5,-4.5,2039.4163,73.68833,1,7989.5,71085.5,14546.5,4030.0,9992.5,635.5
19000,1086.75,0.8,9.5,-4.5,2039.0287,73.705025,1,7989.0,71095.5,14549.5,4030.0,9991.0,634.5
19100,1086.25,0.8,9.5,-4.5,2038.6404,73.72169,1,7989.5,71109.5,14555.5,4030.0,9991.0,635.5
19200,1086.25,0.8,9.5,-4.5,2038.2516,73.738335,1,7990.5,71119.5,14559.5,4030.5,9990.5,634.5
19300,1088.25,0.8,9.5,-4.5,2037.8622,73.75495,1,7991.5,71122.5,14556.0,4031.0,9991.0,634.5
19400,1087.25,0.8,9.5,-4.5,2037.4722,73.77154,1,7991.5,71118.5,14556.5,4030.5,9990.0,633.5
19500,1086.75,0.8,9.5,-4.5,2037.0817,73.78811,1,7992.5,71120.5,14553.0,4030.5,9989.5,634.5
19600,1087.25,0.8,9.5,-4.5,2036.6906,73.80465,1,7991.5,71121.5,14554.5,4031.0,9988.5,633.5
19700,1088.25,0.8,9.5,-4.5,2036.2988,73.82116,1,7992.5,71122.0,14558.0,4031.0,9988.5,633.5
19800,1089.25,0.8,9.5,-4.5,2035.9066,73.837654,1,7992.5,71122.5,14559.5,4031.0,9989.0,633.5
19900,1091.25,0.8,9.5,-4.5,2035.5137,73.85412,1,7991.5,71121.5,14562.0,4031.0,9989.5,632.5
20000,1091.25,0.8,9.5,-4.5,2035.1202,73.87056,1,7991.0,71124.5,14561.5,4030.5,9989.5,631.5
20100,1092.25,0.8,9.5,-4.5,2034.7263,73.88698,1,7993.0,71128.5,14556.0,4031.5,9990.5,632.5
20200,1093.75,0.8,9.5,-4.5,2034.3318,73.90337,1,7992.5,71130.5,14550.5,4032.0,9991.0,632.5
20300,1091.75,0.8,9.5,-4.5,2033.9366,73.91974,1,7991.0,71116.5,14550.0,4032.0,9992.0,632.5
20400,1092.75,0.8,9.5,-4.5,2033.541,73.93608,1,7993.0,71125.5,14551.5,4031.5,9992.5,632.5
20500,1091.75,0.8,9.5,-4.5,2033.1448,73.9524,1,7993.5,71133.5,14555.5,4031.5,9992.0,633.5
20600,1091.75,0.8,9.5,-4.5,2032.7479,73.9687,1,7993.5,71128.5,14554.5,4031.0,9992.5,633.5
20700,1091.75,0.8,9.5,-4.5,2032.3506,73.98497,1,7993.5,71131.5,14554.5,4031.0,9994.0,631.5
20800,1091.75,0.8,9.5,-4.5,2031.9528,74.00121,1,7994.5,71134.5,14555.5,4030.5,9993.5,631.5
20900,1092.25,0.8,9.5,-4.5,2031.5543,74.01744,1,7994.5,71141.5,14558.5,4031.0,9994.0,630.5
21000,1091.75,0.8,9.5,-4.5,2031.1553,74.03364,1,7994.5,71138.5,14558.0,4031.5,9993.0,631.5
21100,1091.75,0.8,9.5,-4.5,2030.7557,74.04981,1,7994.5,71127.0,14555.0,4031.5,9994.0,630.5
21200,1089.75,0.8,9.5,-4.5,2030.3556,74.06596,1,7996.5,71135.5,14558.0,4032.0,9993.5,629.5
21300,1088.25,0.8,9.5,-4.5,2029.955,74.082085,1,7995.5,71130.5,14559.0,4032.5,9991.5,628.5
21400,1088.5,0.8,9.5,-4.5,2029.5538,74.09819,1,7994.5,71132.5,14560.5,4033.0,9992.5,629.5
21500,1087.25,0.8,9.5,-4.5,2029.1521,74.114265,1,7992.5,71124.5,14556.5,4033.5,9991.0,627.5
21600,1086.25,0.8,9.5,-4.5,2028.7498,74.130325,1,7991.5,71130.0,14556.5,4033.0,9992.5,629.0
21700,1086.25,0.8,9.5,-4.5,2028.347,74.146355,1,7991.0,71120.5,14551.5,4033.0,9991.5,630.5
21800,1086.5,0.8,9.5,-4.5,2027.9437,74.16237,1,7992.5,71124.5,14546.0,4033.0,9990.5,630.5
