timestamp,ORCHIDS,GIFT_BASKET,GIFT_BASKET_returns_from_500_its_ago,ORCHIDS_returns_in_500_its,ORCHIDS_pred_returns_in_500_its,orchids_signal,last_orchids_signal,orchids_target_position,orchids_target_position_change,cash,position_mark,pnl,cumulative_cash
52900,1089.25,71129.5,-0.0005760813820332863,-0.010557723204039476,0.0030484498493055408,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
53000,1089.0,71115.5,-0.0006183292462707018,-0.009871441689623508,0.0032720128724906725,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
53100,1089.75,71122.5,-0.00047079655967170725,-0.012388162422573986,0.002491314154814773,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
53200,1088.75,71111.5,-0.0005481338852151425,-0.011710677382319174,0.0029005600803929696,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
53300,1087.75,71104.5,-0.00048496605237633366,-0.009652953344058838,0.002566294859359845,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
53400,1089.25,71099.5,-0.0003655510330331597,-0.011934817535001148,0.0019343864015015709,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
53500,1090.75,71092.5,-0.0004920740922990405,-0.01306440522576209,0.0026039084742188324,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
53600,1090.75,71105.5,-0.0005622281099999297,-0.012835205134082053,0.002975142489686628,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
53700,1090.5,71093.5,-0.0007449417750697504,-0.012379642365887207,0.003942008391136598,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
53800,1091.25,71089.5,-0.0010117830568495605,-0.013058419243986255,0.005354052401930819,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
53900,1091.75,71078.5,-0.0012225024766213965,-0.010991527364323335,0.006469116355537444,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
54000,1090.75,71074.5,-0.0014190276148393758,-0.009168003667201467,0.007509068429445524,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
54100,1091.75,71056.5,-0.0015737299507506833,-0.010304556904053125,0.00832770678038739,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
54200,1090.75,71059.5,-0.0015175466329434082,-0.009397203758881504,0.008030401517546634,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
54300,1091.25,71067.0,-0.001412161450100116,-0.009851088201603665,0.007472734745494783,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
54400,1091.75,71060.5,-0.0015315549498029352,-0.009159606136936112,0.008104529327872192,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
54500,1091.75,71070.5,-0.001320883305580732,-0.009159606136936112,0.006989718188141559,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
54600,1091.25,71069.5,-0.0012086205563870678,-0.007789232531500573,0.006395657398233446,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
54700,1090.75,71078.5,-0.0010259797755493559,-0.007105202842081137,0.005429177178274526,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
54800,1089.25,71092.0,-0.0006115090215152772,-0.005967408767500574,0.003235922289152392,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
54900,1090.25,71097.5,-0.0004639360049486507,-0.006420545746388443,0.0024550101573867747,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
55000,1090.5,71100.5,-0.00041473358639111484,-0.007106831728564879,0.0021946457191058624,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
55100,1090.5,71096.5,-0.00046394252736206494,-0.006189821182943604,0.002455044672041839,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
55200,1089.25,71095.5,-0.0003725991957481511,-0.005049345880192793,0.001971683164140491,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
55300,1089.75,71094.5,-0.000407741463791855,-0.00734113328745125,0.002157645503947359,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
55400,1090.75,71102.5,-0.0004358002910021298,-0.006417602567041027,0.00230612439989597,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
55500,1091.0,71101.5,-0.00029526521143098173,-0.006645279560036663,0.001562454919329326,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
55600,1091.0,71093.5,-0.0004499089637331196,-0.00618698441796517,0.002380783263386549,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
55700,1091.75,71099.5,-0.0004920256696820812,-0.0068697046027020835,0.002603652236256669,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
55800,1090.75,71094.5,-0.0007027950157777481,-0.005959202383680954,0.0037189803849911095,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
55900,1090.25,71092.5,-0.0007309068164088581,-0.00687915615684476,0.003867739600390754,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
56000,1090.25,71085.5,-0.0010258788479240006,-0.00871359779867003,0.005428643099559433,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
56100,1089.75,71094.5,-0.0007098179773701595,-0.008029364533149804,0.0037561437908496726,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
56200,1089.5,71097.5,-0.0007448998952923733,-0.00849013308857274,0.0039417867759186515,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
56300,1089.5,71103.5,-0.0005341467357309025,-0.007113354749885268,0.0028265442814672166,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
56400,1089.75,71114.5,-0.0004357267852499455,-0.007111722872218399,0.0023057354295071366,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
56500,1090.0,71109.5,-0.000562196501732268,-0.008486238532110092,0.002974975228216642,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
56600,1088.75,71114.5,-0.0004919219390157345,-0.007807118254879449,0.002603103324689562,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
56700,1089.75,71110.5,-0.0006043272642947993,-0.008947006194081212,0.003197918584468789,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
56800,1089.75,71097.5,-0.0004639360049486507,-0.01009405827024547,0.0024550101573867747,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
56900,1089.75,71096.5,-0.00036556645224788216,-0.01009405827024547,0.001934467995360118,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
57000,1090.25,71095.5,-0.0001125120423045279,-0.009630818619582664,0.0005953799742628703,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
57100,1090.75,71081.5,-0.00023910490376027624,-0.010543204217281686,0.0012652714192282538,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
57200,1090.5,71090.5,2.813394571555174e-05,-0.01031636863823934,-0.00014887640054298513,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
57300,1090.75,71096.5,1.406558783607964e-05,-0.010543204217281686,-7.443087115218262e-05,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
57400,1090.25,71095.5,1.40657856796236e-05,-0.011006649850951617,-7.44319180808642e-05,CLEAR,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
57500,1092.25,71108.5,0.0003798456701110697,-0.011444266422522316,-0.0020100293325267474,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
57600,1090.75,71124.5,0.0005204853173905398,-0.010543204217281686,-0.0027542521540355196,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
57700,1089.75,71142.5,0.0009285769558152132,-0.01009405827024547,-0.004913750677087363,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
57800,1089.5,71137.5,0.0009708942780556787,-0.009407985314364388,-0.005137681251187234,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
57900,1090.75,71150.5,0.0013158450258243383,-0.010084804033921613,-0.0069630571231546505,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
58000,1089.75,71153.5,0.0012946532229125476,-0.008258774948382657,-0.0068509164596863275,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
58100,1089.25,71159.5,0.0014777389187173226,-0.007344503098462245,-0.007819751036176456,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
58200,1087.75,71160.5,0.0013367949286221866,-0.0059756377844173755,-0.007073917723790024,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
58300,1087.5,71164.5,0.0013085413984508557,-0.007126436781609196,-0.006924408518182393,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
58400,1087.25,71179.5,0.0013223512530684879,-0.0068981375028742235,-0.006997486125862516,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
58500,1084.75,71168.5,0.0010831112017611107,-0.0055312283936390875,-0.00573149954635927,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
58600,1084.25,71174.5,0.001153426873439533,-0.005072630850818538,-0.006103588986179977,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
58700,1084.25,71157.5,0.0009917425126957109,-0.004842056721235877,-0.005248003854431893,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
58800,1083.25,71164.5,0.0009564465198708798,-0.003923378721440111,-0.005061228049200734,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
58900,1083.25,71159.5,0.0008579646546692265,-0.0032310177705977385,-0.004540091563113146,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
59000,1082.25,71172.5,0.0011464179713325175,-0.00231000231000231,-0.006066499978900282,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
59100,1082.75,71181.5,0.0014631915866483768,-0.004156084045255137,-0.007742770919067215,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
59200,1084.25,71181.5,0.0013927478633981641,-0.005303204980401199,-0.0073700038687440645,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
59300,1084.75,71179.5,0.001294179708106207,-0.005761696243374049,-0.006848410761385615,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
59400,1086.25,71178.0,0.0012026585082814643,-0.007364787111622554,-0.006364108028273025,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
59500,1085.25,71175.5,0.0012238266386265008,-0.0064501266989173,-0.006476123423619854,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
59600,1085.25,71171.5,0.0011957263334107038,-0.0066804883667357755,-0.006327425038509421,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
59700,1084.75,71169.5,0.0013225373018832087,-0.008757778289928554,-0.006998470640375375,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
59800,1084.75,71166.5,0.0012944164222048696,-0.009679649688868404,-0.006849663381381509,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
59900,1083.75,71178.5,0.0013575870121831125,-0.01061130334486736,-0.007183943192369376,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
60000,1081.25,71178.5,0.0013646307407693984,-0.007398843930635838,-0.0072212164909294255,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
60100,1081.5,71169.5,0.0014070733577695074,-0.008552935737401757,-0.007445810087308902,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
60200,1081.25,71168.5,0.0014493671331377391,-0.007861271676300578,-0.007669616058424974,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
60300,1080.75,71163.5,0.0015481292265687122,-0.0071709461022438125,-0.008192235428233654,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
60400,1081.75,71154.5,0.0014355582139966925,-0.009244280101687081,-0.0075965434010062975,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
60500,1081.25,71161.5,0.0017808122756387697,-0.008786127167630059,-0.009423524318997676,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
60600,1082.25,71152.0,0.0016823285115968043,-0.009702009702009701,-0.008902377784816808,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
60700,1083.25,71148.5,0.0016048539794043738,-0.009231479344564966,-0.008492405802814124,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
60800,1083.5,71161.5,0.0015763657731581503,-0.009460083064143978,-0.008341654761820983,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
60900,1083.75,71164.0,0.0015833585497843114,-0.008304498269896194,-0.00837865843789364,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
61000,1083.75,71172.5,0.0016747943451061525,-0.008304498269896194,-0.008862509235998227,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
61100,1082.25,71174.5,0.0017452375423114546,-0.008316008316008316,-0.009235273502649523,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
61200,1082.75,71175.5,0.0018157122447974214,-0.008312168090510275,-0.009608204485794514,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
61300,1083.75,71185.5,0.0020834066514165053,-0.008765859284890426,-0.01102476297730072,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
61400,1083.5,71187.5,0.0021962087242983746,-0.00853714813105676,-0.011621677706369708,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
61500,1083.75,71201.5,0.0023227495724029196,-0.008304498269896194,-0.01229129391228453,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
61600,1083.25,71199.5,0.002322814970190541,-0.007846757442880221,-0.012291639977757285,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
61700,1082.75,71185.5,0.001984671579080717,-0.009697529438928654,-0.01050228659502143,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
61800,1081.25,71190.5,0.0020691548136001184,-0.006473988439306359,-0.010949346527127746,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
61900,1083.75,71190.5,0.0020691548136001184,-0.010149942329873126,-0.010949346527127746,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
62000,1084.75,71193.5,0.0020549632288257855,-0.010140585388338327,-0.010874248917977409,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
62100,1084.75,71208.5,0.002223770416816208,-0.009679649688868404,-0.011767525914666328,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
62200,1083.25,71208.5,0.0024212904633533466,-0.0073851834756519736,-0.012812742744926903,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
62300,1082.25,71206.5,0.0024072470806850094,-0.006237006237006237,-0.012738429376860863,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
62400,1080.75,71207.5,0.0025624599615631004,-0.0037011334721258385,-0.013559769378603457,,CLEAR,0.0,0.0,-0.0,0.0,0.0,0.0
62500,1080.25,71215.5,0.002943392506319844,-0.001388567461235825,-0.015575550125692717,SHORT,SHORT,-100.0,-100.0,108025.0,-108025.0,0.0,108025.0
62600,1078.75,71219.5,0.002844369345583835,0.0018539976825028969,-0.015051549266025978,SHORT,SHORT,-100.0,0.0,-0.0,-107875.0,150.0,108025.0
62700,1078.25,71211.5,0.002802323534588981,0.002318571759795966,-0.01482905544798451,,SHORT,-100.0,0.0,-0.0,-107825.0,200.0,108025.0
62800,1082.25,71209.0,0.0026965184637589325,-0.000462000462000462,-0.014269166754673141,,SHORT,-100.0,0.0,-0.0,-108225.0,-200.0,108025.0
62900,1082.0,71222.5,0.0024772508146073346,0.0006931608133086876,-0.013108868135657632,,SHORT,-100.0,0.0,-0.0,-108200.0,-175.0,108025.0
63000,1081.25,71220.5,0.0022657069075915255,0.0013872832369942196,-0.011989441242902075,,SHORT,-100.0,0.0,-0.0,-108125.0,-100.0,108025.0
63100,1082.25,71221.5,0.002434956403020472,-0.000462000462000462,-0.01288505879786343,,SHORT,-100.0,0.0,-0.0,-108225.0,-200.0,108025.0
63200,1082.0,71225.5,0.002293755496921724,-0.0002310536044362292,-0.012137865963060686,,SHORT,-100.0,0.0,-0.0,-108200.0,-175.0,108025.0
63300,1080.75,71216.5,0.002209416052744531,0.002313208420078649,-0.011691566926308234,,SHORT,-100.0,0.0,-0.0,-108075.0,-50.0,108025.0
63400,1079.75,71203.0,0.002252157144264741,0.003473026163463765,-0.01191773996030573,,SHORT,-100.0,0.0,-0.0,-107975.0,50.0,108025.0
63500,1080.75,71199.5,0.0020265848526855768,0.002313208420078649,-0.010724079064956265,,SHORT,-100.0,0.0,-0.0,-108075.0,-50.0,108025.0
63600,1081.0,71192.5,0.0018575720688708917,0.0018501387604070306,-0.009829714116844097,,SHORT,-100.0,0.0,-0.0,-108100.0,-75.0,108025.0
63700,1080.75,71211.5,0.0021461039417948464,0.0009252833680314596,-0.011356538228795787,,SHORT,-100.0,0.0,-0.0,-108075.0,-50.0,108025.0
63800,1080.5,71212.5,0.0020403137861891864,0.0013882461823229986,-0.010796728462377317,,SHORT,-100.0,0.0,-0.0,-108050.0,-25.0,108025.0
63900,1080.75,71207.5,0.0019699581383895593,0.0009252833680314596,-0.010424427480916031,,SHORT,-100.0,0.0,-0.0,-108075.0,-50.0,108025.0
64000,1080.75,71225.5,0.0023783890284491916,0.0011566042100393246,-0.012585721221844587,,SHORT,-100.0,0.0,-0.0,-108075.0,-50.0,108025.0
64100,1082.25,71223.5,0.002448996826156412,-0.000924000924000924,-0.012959356504971885,,SHORT,-100.0,0.0,-0.0,-108225.0,-200.0,108025.0
64200,1081.75,71223.5,0.002420779293892458,-0.00046221400508435407,-0.012810037789490721,,SHORT,-100.0,0.0,-0.0,-108175.0,-150.0,108025.0
64300,1082.0,71239.5,0.002533088468114749,-0.0006931608133086876,-0.013404344246722816,,SHORT,-100.0,0.0,-0.0,-108200.0,-175.0,108025.0
64400,1082.0,71243.5,0.002659930053691181,-0.0011552680221811461,-0.01407555186511762,,SHORT,-100.0,0.0,-0.0,-108200.0,-175.0,108025.0
64500,1081.25,71234.5,0.0025191575599355434,-0.0018497109826589595,-0.013330626059910915,,SHORT,-100.0,0.0,-0.0,-108125.0,-100.0,108025.0
64600,1079.75,71244.5,0.002631671533617141,-0.00046307015512850195,-0.013926016254441823,,SHORT,-100.0,0.0,-0.0,-107975.0,50.0,108025.0
64700,1079.5,71234.5,0.0023921930077605556,-0.0020842982862436313,-0.012658767739166531,,SHORT,-100.0,0.0,-0.0,-107950.0,75.0,108025.0
64800,1081.25,71239.5,0.0025048725399829724,-0.004624277456647399,-0.013255034019827893,,SHORT,-100.0,0.0,-0.0,-108125.0,-100.0,108025.0
64900,1081.5,71251.5,0.002673740351667218,-0.0053166897827092,-0.014148631818917417,,SHORT,-100.0,0.0,-0.0,-108150.0,-125.0,108025.0
65000,1081.25,71251.5,0.0026173037549865968,-0.006011560693641618,-0.013849986280262573,,SHORT,-100.0,0.0,-0.0,-108125.0,-100.0,108025.0
65100,1081.0,71245.5,0.002631634498335878,-0.007169287696577244,-0.013925820274843966,,SHORT,-100.0,0.0,-0.0,-108100.0,-75.0,108025.0
65200,1083.25,71245.5,0.0025469819670862386,-0.00830833141010847,-0.013477864475230248,,SHORT,-100.0,0.0,-0.0,-108325.0,-300.0,108025.0
65300,1084.25,71250.5,0.0025750167094663523,-0.007378372146645147,-0.013626215921483095,,SHORT,-100.0,0.0,-0.0,-108425.0,-400.0,108025.0
65400,1085.25,71245.5,0.0025610897296080267,-0.0082930200414651,-0.013552518522166794,,SHORT,-100.0,0.0,-0.0,-108525.0,-500.0,108025.0
65500,1085.25,71256.5,0.0025183778270198025,-0.009214466712739,-0.013326499947240687,,SHORT,-100.0,0.0,-0.0,-108525.0,-500.0,108025.0
65600,1084.25,71247.5,0.0024763794207242,-0.00830066866497579,-0.01310425698064625,,SHORT,-100.0,0.0,-0.0,-108425.0,-400.0,108025.0
65700,1086.75,71256.0,0.002680625620026595,-0.010582010582010581,-0.014185066593494732,,SHORT,-100.0,0.0,-0.0,-108675.0,-650.0,108025.0
65800,1087.25,71261.5,0.0026592563931197018,-0.011956771671648655,-0.014071987055471524,,SHORT,-100.0,0.0,-0.0,-108725.0,-700.0,108025.0
65900,1086.75,71266.5,0.0026731760849225835,-0.012422360248447204,-0.014145645888584834,,SHORT,-100.0,0.0,-0.0,-108675.0,-650.0,108025.0
66000,1085.75,71261.0,0.0026381140650172004,-0.011282523601197329,-0.013960108197851519,,SHORT,-100.0,0.0,-0.0,-108575.0,-550.0,108025.0
66100,1086.75,71249.5,0.002426945425383739,-0.01288244766505636,-0.01284266710750313,,SHORT,-100.0,0.0,-0.0,-108675.0,-650.0,108025.0
66200,1087.0,71252.5,0.0023351831923079627,-0.012879484820607176,-0.012357088898736046,,SHORT,-100.0,0.0,-0.0,-108700.0,-675.0,108025.0
66300,1085.25,71247.5,0.002293045600658371,-0.01243953006219765,-0.012134109405003903,,SHORT,-100.0,0.0,-0.0,-108525.0,-500.0,108025.0
66400,1084.25,71248.0,0.002426996644413335,-0.010606409960802398,-0.012842938143242045,,SHORT,-100.0,0.0,-0.0,-108425.0,-400.0,108025.0
66500,1085.75,71260.5,0.00275805782071217,-0.01381533502187428,-0.014594814569862589,,SHORT,-100.0,0.0,-0.0,-108575.0,-550.0,108025.0
66600,1087.25,71261.5,0.002694526523146194,-0.015175902506323292,-0.014258626002532714,,SHORT,-100.0,0.0,-0.0,-108725.0,-700.0,108025.0
66700,1087.0,71265.5,0.0028001941843203196,-0.014949402023919043,-0.014817787565167835,,SHORT,-100.0,0.0,-0.0,-108700.0,-675.0,108025.0
66800,1087.75,71252.5,0.0026031589685862034,-0.015398758905998622,-0.01377513631406761,,SHORT,-100.0,0.0,-0.0,-108775.0,-750.0,108025.0
66900,1089.25,71271.5,0.002926959690980602,-0.016754647693366997,-0.01548859259676205,SHORT,SHORT,-100.0,0.0,-0.0,-108925.0,-900.0,108025.0
67000,1088.25,71267.5,0.0029835832553426547,-0.015851137146795313,-0.015788227512296724,SHORT,SHORT,-100.0,0.0,-0.0,-108825.0,-800.0,108025.0
67100,1087.25,71250.5,0.0025750167094663523,-0.013796275005748447,-0.013626215921483095,,SHORT,-100.0,0.0,-0.0,-108725.0,-700.0,108025.0
67200,1085.75,71251.5,0.002448032077661707,-0.011973290352291043,-0.012954251345362454,,SHORT,-100.0,0.0,-0.0,-108575.0,-550.0,108025.0
67300,1084.75,71234.5,0.0020255871037621062,-0.011984328186218023,-0.010718799276977936,,SHORT,-100.0,0.0,-0.0,-108475.0,-450.0,108025.0
67400,1084.75,71235.5,0.0021594777862187333,-0.012445263885687946,-0.01142730860133367,,SHORT,-100.0,0.0,-0.0,-108475.0,-450.0,108025.0
